Branch	Model	Feature	Description	Importance_Available
run_model_0.2	glmnet	Metabolite_Crocetindial	Crocetindial	TRUE
run_model_0.2	glmnet	Metabolite_Cysteinyl_Leucine	Cysteinyl-Leucine	TRUE
run_model_0.2	glmnet	Metabolite_Ectoine	Ectoine	TRUE
run_model_0.2	glmnet	Metabolite_Ellagic_acid	Ellagic acid	TRUE
run_model_0.2	glmnet	Metabolite_FA_4_2_O3	FA 4_2;O3	TRUE
run_model_0.2	glmnet	Metabolite_Ganaxolone	Ganaxolone	TRUE
run_model_0.2	glmnet	Metabolite_Indole_3_methanamine	Indole-3-methanamine	TRUE
run_model_0.2	glmnet	Metabolite_Inosine_5_monophosphate_IMP	Inosine 5'-monophosphate (IMP)	TRUE
run_model_0.2	glmnet	Metabolite_N_5_Phospho_D_ribosyl_anthranilate	N-(5-Phospho-D-ribosyl)anthranilate	TRUE
run_model_0.2	glmnet	Metabolite_Neryl_diphosphate	Neryl diphosphate	TRUE
run_model_0.2	glmnet	Metabolite_Phosphodimethylethanolamine	Phosphodimethylethanolamine	TRUE
run_model_0.2	glmnet	Metabolite_PROPAMOCARB	PROPAMOCARB	TRUE
run_model_0.2	glmnet	Metabolite_selenodiglutathione	selenodiglutathione	TRUE
run_model_0.2	glmnet	Metabolite_UDP_alpha_D_GlcNAc3NAcA	UDP-alpha-D-GlcNAc3NAcA	TRUE
run_model_0.2	glmnet	Metabolite_UDP_N_acetyl_beta_L_fucosamine	UDP-N-acetyl-beta-L-fucosamine	TRUE
run_model_0.2	xgboost	Metabolite_1_2_Carboxyphenylamino_1_deoxy_D_ribulose_5_phosphate	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	TRUE
run_model_0.2	xgboost	Metabolite_1_4_Dioxo_1_4_dihydronaphthalene_2_carboxylic_acid	1,4-Dioxo-1,4-dihydronaphthalene-2-carboxylic acid	FALSE
run_model_0.2	xgboost	Metabolite_1_deoxy_L_glycero_tetrulose_4_phosphate	1-deoxy-L-glycero-tetrulose 4-phosphate	FALSE
run_model_0.2	xgboost	Metabolite_1_Hydroxyphenanthrene	1-Hydroxyphenanthrene	FALSE
run_model_0.2	xgboost	Metabolite_4_Deoxy_beta_D_gluc_4_enuronosyl_1_3_N_acetyl_D_galactosamine_4_sulfate	4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine 4-sulfate	FALSE
run_model_0.2	xgboost	Metabolite_4_hydroxymandelic_acid	4-hydroxymandelic acid	FALSE
run_model_0.2	xgboost	Metabolite_8_Geranylesculetin	8-Geranylesculetin	FALSE
run_model_0.2	xgboost	Metabolite_Capillarisin	Capillarisin	FALSE
run_model_0.2	xgboost	Metabolite_Crocetindial	Crocetindial	FALSE
run_model_0.2	xgboost	Metabolite_Cysteinyl_Leucine	Cysteinyl-Leucine	FALSE
run_model_0.2	xgboost	Metabolite_Ectoine	Ectoine	FALSE
run_model_0.2	xgboost	Metabolite_Ellagic_acid	Ellagic acid	FALSE
run_model_0.2	xgboost	Metabolite_FA_4_2_O3	FA 4_2;O3	FALSE
run_model_0.2	xgboost	Metabolite_Ganaxolone	Ganaxolone	FALSE
run_model_0.2	xgboost	Metabolite_Indole_3_methanamine	Indole-3-methanamine	FALSE
run_model_0.2	xgboost	Metabolite_Inosine_5_monophosphate_IMP	Inosine 5'-monophosphate (IMP)	FALSE
run_model_0.2	xgboost	Metabolite_N_5_Phospho_D_ribosyl_anthranilate	N-(5-Phospho-D-ribosyl)anthranilate	FALSE
run_model_0.2	xgboost	Metabolite_Neryl_diphosphate	Neryl diphosphate	FALSE
run_model_0.2	xgboost	Metabolite_Phosphodimethylethanolamine	Phosphodimethylethanolamine	FALSE
run_model_0.2	xgboost	Metabolite_PROPAMOCARB	PROPAMOCARB	FALSE
run_model_0.2	xgboost	Metabolite_selenodiglutathione	selenodiglutathione	FALSE
run_model_0.2	xgboost	Metabolite_UDP_alpha_D_GlcNAc3NAcA	UDP-alpha-D-GlcNAc3NAcA	FALSE
run_model_0.2	xgboost	Metabolite_UDP_N_acetyl_beta_L_fucosamine	UDP-N-acetyl-beta-L-fucosamine	FALSE
run_model_0.2	rf	Metabolite_1_2_Carboxyphenylamino_1_deoxy_D_ribulose_5_phosphate	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	TRUE
run_model_0.2	rf	Metabolite_1_4_Dioxo_1_4_dihydronaphthalene_2_carboxylic_acid	1,4-Dioxo-1,4-dihydronaphthalene-2-carboxylic acid	TRUE
run_model_0.2	rf	Metabolite_1_deoxy_L_glycero_tetrulose_4_phosphate	1-deoxy-L-glycero-tetrulose 4-phosphate	TRUE
run_model_0.2	rf	Metabolite_1_Hydroxyphenanthrene	1-Hydroxyphenanthrene	TRUE
run_model_0.2	rf	Metabolite_4_Deoxy_beta_D_gluc_4_enuronosyl_1_3_N_acetyl_D_galactosamine_4_sulfate	4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine 4-sulfate	TRUE
run_model_0.2	rf	Metabolite_4_hydroxymandelic_acid	4-hydroxymandelic acid	TRUE
run_model_0.2	rf	Metabolite_8_Geranylesculetin	8-Geranylesculetin	TRUE
run_model_0.2	rf	Metabolite_Capillarisin	Capillarisin	TRUE
run_model_0.2	rf	Metabolite_Crocetindial	Crocetindial	TRUE
run_model_0.2	rf	Metabolite_Cysteinyl_Leucine	Cysteinyl-Leucine	TRUE
run_model_0.2	rf	Metabolite_Ectoine	Ectoine	TRUE
run_model_0.2	rf	Metabolite_Ellagic_acid	Ellagic acid	TRUE
run_model_0.2	rf	Metabolite_FA_4_2_O3	FA 4_2;O3	TRUE
run_model_0.2	rf	Metabolite_Ganaxolone	Ganaxolone	TRUE
run_model_0.2	rf	Metabolite_Indole_3_methanamine	Indole-3-methanamine	TRUE
run_model_0.2	rf	Metabolite_Inosine_5_monophosphate_IMP	Inosine 5'-monophosphate (IMP)	TRUE
run_model_0.2	rf	Metabolite_N_5_Phospho_D_ribosyl_anthranilate	N-(5-Phospho-D-ribosyl)anthranilate	TRUE
run_model_0.2	rf	Metabolite_Neryl_diphosphate	Neryl diphosphate	TRUE
run_model_0.2	rf	Metabolite_Phosphodimethylethanolamine	Phosphodimethylethanolamine	TRUE
run_model_0.2	rf	Metabolite_PROPAMOCARB	PROPAMOCARB	TRUE
run_model_0.2	rf	Metabolite_selenodiglutathione	selenodiglutathione	TRUE
run_model_0.2	rf	Metabolite_UDP_alpha_D_GlcNAc3NAcA	UDP-alpha-D-GlcNAc3NAcA	TRUE
run_model_0.2	rf	Metabolite_UDP_N_acetyl_beta_L_fucosamine	UDP-N-acetyl-beta-L-fucosamine	TRUE
run_model_0.2	svm	Metabolite_1_2_Carboxyphenylamino_1_deoxy_D_ribulose_5_phosphate	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	TRUE
run_model_0.2	svm	Metabolite_1_4_Dioxo_1_4_dihydronaphthalene_2_carboxylic_acid	1,4-Dioxo-1,4-dihydronaphthalene-2-carboxylic acid	TRUE
run_model_0.2	svm	Metabolite_1_deoxy_L_glycero_tetrulose_4_phosphate	1-deoxy-L-glycero-tetrulose 4-phosphate	TRUE
run_model_0.2	svm	Metabolite_1_Hydroxyphenanthrene	1-Hydroxyphenanthrene	TRUE
run_model_0.2	svm	Metabolite_4_Deoxy_beta_D_gluc_4_enuronosyl_1_3_N_acetyl_D_galactosamine_4_sulfate	4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine 4-sulfate	TRUE
run_model_0.2	svm	Metabolite_4_hydroxymandelic_acid	4-hydroxymandelic acid	TRUE
run_model_0.2	svm	Metabolite_8_Geranylesculetin	8-Geranylesculetin	TRUE
run_model_0.2	svm	Metabolite_Capillarisin	Capillarisin	TRUE
run_model_0.2	svm	Metabolite_Crocetindial	Crocetindial	TRUE
run_model_0.2	svm	Metabolite_Cysteinyl_Leucine	Cysteinyl-Leucine	TRUE
run_model_0.2	svm	Metabolite_Ectoine	Ectoine	TRUE
run_model_0.2	svm	Metabolite_Ellagic_acid	Ellagic acid	TRUE
run_model_0.2	svm	Metabolite_FA_4_2_O3	FA 4_2;O3	TRUE
run_model_0.2	svm	Metabolite_Ganaxolone	Ganaxolone	TRUE
run_model_0.2	svm	Metabolite_Indole_3_methanamine	Indole-3-methanamine	TRUE
run_model_0.2	svm	Metabolite_Inosine_5_monophosphate_IMP	Inosine 5'-monophosphate (IMP)	TRUE
run_model_0.2	svm	Metabolite_N_5_Phospho_D_ribosyl_anthranilate	N-(5-Phospho-D-ribosyl)anthranilate	TRUE
run_model_0.2	svm	Metabolite_Neryl_diphosphate	Neryl diphosphate	TRUE
run_model_0.2	svm	Metabolite_Phosphodimethylethanolamine	Phosphodimethylethanolamine	TRUE
run_model_0.2	svm	Metabolite_PROPAMOCARB	PROPAMOCARB	TRUE
run_model_0.2	svm	Metabolite_selenodiglutathione	selenodiglutathione	TRUE
run_model_0.2	svm	Metabolite_UDP_alpha_D_GlcNAc3NAcA	UDP-alpha-D-GlcNAc3NAcA	TRUE
run_model_0.2	svm	Metabolite_UDP_N_acetyl_beta_L_fucosamine	UDP-N-acetyl-beta-L-fucosamine	TRUE
run_model_0.2	naive_bayes	Metabolite_1_2_Carboxyphenylamino_1_deoxy_D_ribulose_5_phosphate	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	TRUE
run_model_0.2	naive_bayes	Metabolite_1_4_Dioxo_1_4_dihydronaphthalene_2_carboxylic_acid	1,4-Dioxo-1,4-dihydronaphthalene-2-carboxylic acid	TRUE
run_model_0.2	naive_bayes	Metabolite_1_deoxy_L_glycero_tetrulose_4_phosphate	1-deoxy-L-glycero-tetrulose 4-phosphate	TRUE
run_model_0.2	naive_bayes	Metabolite_1_Hydroxyphenanthrene	1-Hydroxyphenanthrene	TRUE
run_model_0.2	naive_bayes	Metabolite_4_Deoxy_beta_D_gluc_4_enuronosyl_1_3_N_acetyl_D_galactosamine_4_sulfate	4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine 4-sulfate	TRUE
run_model_0.2	naive_bayes	Metabolite_4_hydroxymandelic_acid	4-hydroxymandelic acid	TRUE
run_model_0.2	naive_bayes	Metabolite_8_Geranylesculetin	8-Geranylesculetin	TRUE
run_model_0.2	naive_bayes	Metabolite_Capillarisin	Capillarisin	TRUE
run_model_0.2	naive_bayes	Metabolite_Crocetindial	Crocetindial	TRUE
run_model_0.2	naive_bayes	Metabolite_Cysteinyl_Leucine	Cysteinyl-Leucine	TRUE
run_model_0.2	naive_bayes	Metabolite_Ectoine	Ectoine	TRUE
run_model_0.2	naive_bayes	Metabolite_Ellagic_acid	Ellagic acid	TRUE
run_model_0.2	naive_bayes	Metabolite_FA_4_2_O3	FA 4_2;O3	TRUE
run_model_0.2	naive_bayes	Metabolite_Ganaxolone	Ganaxolone	TRUE
run_model_0.2	naive_bayes	Metabolite_Indole_3_methanamine	Indole-3-methanamine	TRUE
run_model_0.2	naive_bayes	Metabolite_Inosine_5_monophosphate_IMP	Inosine 5'-monophosphate (IMP)	TRUE
run_model_0.2	naive_bayes	Metabolite_N_5_Phospho_D_ribosyl_anthranilate	N-(5-Phospho-D-ribosyl)anthranilate	TRUE
run_model_0.2	naive_bayes	Metabolite_Neryl_diphosphate	Neryl diphosphate	TRUE
run_model_0.2	naive_bayes	Metabolite_Phosphodimethylethanolamine	Phosphodimethylethanolamine	TRUE
run_model_0.2	naive_bayes	Metabolite_PROPAMOCARB	PROPAMOCARB	TRUE
run_model_0.2	naive_bayes	Metabolite_selenodiglutathione	selenodiglutathione	TRUE
run_model_0.2	naive_bayes	Metabolite_UDP_alpha_D_GlcNAc3NAcA	UDP-alpha-D-GlcNAc3NAcA	TRUE
run_model_0.2	naive_bayes	Metabolite_UDP_N_acetyl_beta_L_fucosamine	UDP-N-acetyl-beta-L-fucosamine	TRUE
run_model_0.2	kknn	Metabolite_1_2_Carboxyphenylamino_1_deoxy_D_ribulose_5_phosphate	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	TRUE
run_model_0.2	kknn	Metabolite_1_4_Dioxo_1_4_dihydronaphthalene_2_carboxylic_acid	1,4-Dioxo-1,4-dihydronaphthalene-2-carboxylic acid	TRUE
run_model_0.2	kknn	Metabolite_1_deoxy_L_glycero_tetrulose_4_phosphate	1-deoxy-L-glycero-tetrulose 4-phosphate	TRUE
run_model_0.2	kknn	Metabolite_1_Hydroxyphenanthrene	1-Hydroxyphenanthrene	TRUE
run_model_0.2	kknn	Metabolite_4_Deoxy_beta_D_gluc_4_enuronosyl_1_3_N_acetyl_D_galactosamine_4_sulfate	4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine 4-sulfate	TRUE
run_model_0.2	kknn	Metabolite_4_hydroxymandelic_acid	4-hydroxymandelic acid	TRUE
run_model_0.2	kknn	Metabolite_8_Geranylesculetin	8-Geranylesculetin	TRUE
run_model_0.2	kknn	Metabolite_Capillarisin	Capillarisin	TRUE
run_model_0.2	kknn	Metabolite_Crocetindial	Crocetindial	TRUE
run_model_0.2	kknn	Metabolite_Cysteinyl_Leucine	Cysteinyl-Leucine	TRUE
run_model_0.2	kknn	Metabolite_Ectoine	Ectoine	TRUE
run_model_0.2	kknn	Metabolite_Ellagic_acid	Ellagic acid	TRUE
run_model_0.2	kknn	Metabolite_FA_4_2_O3	FA 4_2;O3	TRUE
run_model_0.2	kknn	Metabolite_Ganaxolone	Ganaxolone	TRUE
run_model_0.2	kknn	Metabolite_Indole_3_methanamine	Indole-3-methanamine	TRUE
run_model_0.2	kknn	Metabolite_Inosine_5_monophosphate_IMP	Inosine 5'-monophosphate (IMP)	TRUE
run_model_0.2	kknn	Metabolite_N_5_Phospho_D_ribosyl_anthranilate	N-(5-Phospho-D-ribosyl)anthranilate	TRUE
run_model_0.2	kknn	Metabolite_Neryl_diphosphate	Neryl diphosphate	TRUE
run_model_0.2	kknn	Metabolite_Phosphodimethylethanolamine	Phosphodimethylethanolamine	TRUE
run_model_0.2	kknn	Metabolite_PROPAMOCARB	PROPAMOCARB	TRUE
run_model_0.2	kknn	Metabolite_selenodiglutathione	selenodiglutathione	TRUE
run_model_0.2	kknn	Metabolite_UDP_alpha_D_GlcNAc3NAcA	UDP-alpha-D-GlcNAc3NAcA	TRUE
run_model_0.2	kknn	Metabolite_UDP_N_acetyl_beta_L_fucosamine	UDP-N-acetyl-beta-L-fucosamine	TRUE
run_model_0.2	rpart	Metabolite_1_2_Carboxyphenylamino_1_deoxy_D_ribulose_5_phosphate	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	TRUE
run_model_0.2	rpart	Metabolite_1_4_Dioxo_1_4_dihydronaphthalene_2_carboxylic_acid	1,4-Dioxo-1,4-dihydronaphthalene-2-carboxylic acid	TRUE
run_model_0.2	rpart	Metabolite_1_deoxy_L_glycero_tetrulose_4_phosphate	1-deoxy-L-glycero-tetrulose 4-phosphate	TRUE
run_model_0.2	rpart	Metabolite_1_Hydroxyphenanthrene	1-Hydroxyphenanthrene	TRUE
run_model_0.2	rpart	Metabolite_4_Deoxy_beta_D_gluc_4_enuronosyl_1_3_N_acetyl_D_galactosamine_4_sulfate	4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine 4-sulfate	TRUE
run_model_0.2	rpart	Metabolite_4_hydroxymandelic_acid	4-hydroxymandelic acid	TRUE
run_model_0.2	rpart	Metabolite_8_Geranylesculetin	8-Geranylesculetin	FALSE
run_model_0.2	rpart	Metabolite_Capillarisin	Capillarisin	FALSE
run_model_0.2	rpart	Metabolite_Crocetindial	Crocetindial	FALSE
run_model_0.2	rpart	Metabolite_Cysteinyl_Leucine	Cysteinyl-Leucine	FALSE
run_model_0.2	rpart	Metabolite_Ectoine	Ectoine	FALSE
run_model_0.2	rpart	Metabolite_Ellagic_acid	Ellagic acid	FALSE
run_model_0.2	rpart	Metabolite_FA_4_2_O3	FA 4_2;O3	FALSE
run_model_0.2	rpart	Metabolite_Ganaxolone	Ganaxolone	FALSE
run_model_0.2	rpart	Metabolite_Indole_3_methanamine	Indole-3-methanamine	FALSE
run_model_0.2	rpart	Metabolite_Inosine_5_monophosphate_IMP	Inosine 5'-monophosphate (IMP)	FALSE
run_model_0.2	rpart	Metabolite_N_5_Phospho_D_ribosyl_anthranilate	N-(5-Phospho-D-ribosyl)anthranilate	FALSE
run_model_0.2	rpart	Metabolite_Neryl_diphosphate	Neryl diphosphate	FALSE
run_model_0.2	rpart	Metabolite_Phosphodimethylethanolamine	Phosphodimethylethanolamine	FALSE
run_model_0.2	rpart	Metabolite_PROPAMOCARB	PROPAMOCARB	FALSE
run_model_0.2	rpart	Metabolite_selenodiglutathione	selenodiglutathione	FALSE
run_model_0.2	rpart	Metabolite_UDP_alpha_D_GlcNAc3NAcA	UDP-alpha-D-GlcNAc3NAcA	FALSE
run_model_0.2	rpart	Metabolite_UDP_N_acetyl_beta_L_fucosamine	UDP-N-acetyl-beta-L-fucosamine	FALSE
run_model_0.2	adaboost	Metabolite_1_2_Carboxyphenylamino_1_deoxy_D_ribulose_5_phosphate	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	TRUE
run_model_0.2	adaboost	Metabolite_1_4_Dioxo_1_4_dihydronaphthalene_2_carboxylic_acid	1,4-Dioxo-1,4-dihydronaphthalene-2-carboxylic acid	TRUE
run_model_0.2	adaboost	Metabolite_1_deoxy_L_glycero_tetrulose_4_phosphate	1-deoxy-L-glycero-tetrulose 4-phosphate	TRUE
run_model_0.2	adaboost	Metabolite_1_Hydroxyphenanthrene	1-Hydroxyphenanthrene	TRUE
run_model_0.2	adaboost	Metabolite_4_Deoxy_beta_D_gluc_4_enuronosyl_1_3_N_acetyl_D_galactosamine_4_sulfate	4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine 4-sulfate	TRUE
run_model_0.2	adaboost	Metabolite_4_hydroxymandelic_acid	4-hydroxymandelic acid	TRUE
run_model_0.2	adaboost	Metabolite_8_Geranylesculetin	8-Geranylesculetin	TRUE
run_model_0.2	adaboost	Metabolite_Capillarisin	Capillarisin	TRUE
run_model_0.2	adaboost	Metabolite_Crocetindial	Crocetindial	TRUE
run_model_0.2	adaboost	Metabolite_Cysteinyl_Leucine	Cysteinyl-Leucine	TRUE
run_model_0.2	adaboost	Metabolite_Ectoine	Ectoine	TRUE
run_model_0.2	adaboost	Metabolite_Ellagic_acid	Ellagic acid	TRUE
run_model_0.2	adaboost	Metabolite_FA_4_2_O3	FA 4_2;O3	TRUE
run_model_0.2	adaboost	Metabolite_Ganaxolone	Ganaxolone	TRUE
run_model_0.2	adaboost	Metabolite_Indole_3_methanamine	Indole-3-methanamine	TRUE
run_model_0.2	adaboost	Metabolite_Inosine_5_monophosphate_IMP	Inosine 5'-monophosphate (IMP)	TRUE
run_model_0.2	adaboost	Metabolite_N_5_Phospho_D_ribosyl_anthranilate	N-(5-Phospho-D-ribosyl)anthranilate	TRUE
run_model_0.2	adaboost	Metabolite_Neryl_diphosphate	Neryl diphosphate	TRUE
run_model_0.2	adaboost	Metabolite_Phosphodimethylethanolamine	Phosphodimethylethanolamine	TRUE
run_model_0.2	adaboost	Metabolite_PROPAMOCARB	PROPAMOCARB	TRUE
run_model_0.2	adaboost	Metabolite_selenodiglutathione	selenodiglutathione	TRUE
run_model_0.2	adaboost	Metabolite_UDP_alpha_D_GlcNAc3NAcA	UDP-alpha-D-GlcNAc3NAcA	TRUE
run_model_0.2	adaboost	Metabolite_UDP_N_acetyl_beta_L_fucosamine	UDP-N-acetyl-beta-L-fucosamine	TRUE
run_model_0.2	nnet	Metabolite_1_2_Carboxyphenylamino_1_deoxy_D_ribulose_5_phosphate	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	TRUE
run_model_0.2	nnet	Metabolite_1_4_Dioxo_1_4_dihydronaphthalene_2_carboxylic_acid	1,4-Dioxo-1,4-dihydronaphthalene-2-carboxylic acid	TRUE
run_model_0.2	nnet	Metabolite_1_deoxy_L_glycero_tetrulose_4_phosphate	1-deoxy-L-glycero-tetrulose 4-phosphate	TRUE
run_model_0.2	nnet	Metabolite_1_Hydroxyphenanthrene	1-Hydroxyphenanthrene	TRUE
run_model_0.2	nnet	Metabolite_4_Deoxy_beta_D_gluc_4_enuronosyl_1_3_N_acetyl_D_galactosamine_4_sulfate	4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine 4-sulfate	TRUE
run_model_0.2	nnet	Metabolite_4_hydroxymandelic_acid	4-hydroxymandelic acid	TRUE
run_model_0.2	nnet	Metabolite_8_Geranylesculetin	8-Geranylesculetin	TRUE
run_model_0.2	nnet	Metabolite_Capillarisin	Capillarisin	TRUE
run_model_0.2	nnet	Metabolite_Crocetindial	Crocetindial	TRUE
run_model_0.2	nnet	Metabolite_Cysteinyl_Leucine	Cysteinyl-Leucine	TRUE
run_model_0.2	nnet	Metabolite_Ectoine	Ectoine	TRUE
run_model_0.2	nnet	Metabolite_Ellagic_acid	Ellagic acid	TRUE
run_model_0.2	nnet	Metabolite_FA_4_2_O3	FA 4_2;O3	TRUE
run_model_0.2	nnet	Metabolite_Ganaxolone	Ganaxolone	TRUE
run_model_0.2	nnet	Metabolite_Indole_3_methanamine	Indole-3-methanamine	TRUE
run_model_0.2	nnet	Metabolite_Inosine_5_monophosphate_IMP	Inosine 5'-monophosphate (IMP)	TRUE
run_model_0.2	nnet	Metabolite_N_5_Phospho_D_ribosyl_anthranilate	N-(5-Phospho-D-ribosyl)anthranilate	TRUE
run_model_0.2	nnet	Metabolite_Neryl_diphosphate	Neryl diphosphate	TRUE
run_model_0.2	nnet	Metabolite_Phosphodimethylethanolamine	Phosphodimethylethanolamine	TRUE
run_model_0.2	nnet	Metabolite_PROPAMOCARB	PROPAMOCARB	TRUE
run_model_0.2	nnet	Metabolite_selenodiglutathione	selenodiglutathione	TRUE
run_model_0.2	nnet	Metabolite_UDP_alpha_D_GlcNAc3NAcA	UDP-alpha-D-GlcNAc3NAcA	TRUE
run_model_0.2	nnet	Metabolite_UDP_N_acetyl_beta_L_fucosamine	UDP-N-acetyl-beta-L-fucosamine	TRUE
run_model_0.3	glmnet	Metabolite_1_2_Carboxyphenylamino_1_deoxy_D_ribulose_5_phosphate	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	TRUE
run_model_0.3	glmnet	Metabolite_1_4_Dioxo_1_4_dihydronaphthalene_2_carboxylic_acid	1,4-Dioxo-1,4-dihydronaphthalene-2-carboxylic acid	TRUE
run_model_0.3	glmnet	Metabolite_1_deoxy_L_glycero_tetrulose_4_phosphate	1-deoxy-L-glycero-tetrulose 4-phosphate	TRUE
run_model_0.3	glmnet	Metabolite_1_Hydroxyphenanthrene	1-Hydroxyphenanthrene	TRUE
run_model_0.3	glmnet	Metabolite_10_Acetoxytoxol	10-Acetoxytoxol	TRUE
run_model_0.3	glmnet	Metabolite_2_hydroxy_5_methylthio_3_oxopent_1_enyl_phosphate	2-hydroxy-5-(methylthio)-3-oxopent-1-enyl phosphate	TRUE
run_model_0.3	glmnet	Metabolite_2_Oxo_3_hydroxy_4_phosphobutanoic_acid	2-Oxo-3-hydroxy-4-phosphobutanoic acid	TRUE
run_model_0.3	glmnet	Metabolite_3_3_4_5_6_7_8_Heptahydroxyflavone	3,3',4',5,6,7,8-Heptahydroxyflavone	TRUE
run_model_0.3	glmnet	Metabolite_Acetylpterosin_C	Acetylpterosin C	TRUE
run_model_0.3	glmnet	Metabolite_Beta_D_Fructose_6_phosphate	Beta-D-Fructose 6-phosphate	TRUE
run_model_0.3	glmnet	Metabolite_Crocetindial	Crocetindial	TRUE
run_model_0.3	glmnet	Metabolite_Deoxyuridine	Deoxyuridine	TRUE
run_model_0.3	glmnet	Metabolite_desethylzaleplon	desethylzaleplon	TRUE
run_model_0.3	glmnet	Metabolite_Ectoine	Ectoine	TRUE
run_model_0.3	glmnet	Metabolite_Ellagic_acid	Ellagic acid	TRUE
run_model_0.3	glmnet	Metabolite_FA_4_2_O3	FA 4_2;O3	TRUE
run_model_0.3	glmnet	Metabolite_Glutamylserine	Glutamylserine	TRUE
run_model_0.3	glmnet	Metabolite_Inosine_5_monophosphate_IMP	Inosine 5'-monophosphate (IMP)	TRUE
run_model_0.3	glmnet	Metabolite_Neryl_diphosphate	Neryl diphosphate	TRUE
run_model_0.3	glmnet	Metabolite_Phosphodimethylethanolamine	Phosphodimethylethanolamine	TRUE
run_model_0.3	glmnet	Metabolite_PROPAMOCARB	PROPAMOCARB	TRUE
run_model_0.3	glmnet	Metabolite_Selenocysteine	Selenocysteine	TRUE
run_model_0.3	glmnet	Metabolite_selenodiglutathione	selenodiglutathione	TRUE
run_model_0.3	glmnet	Metabolite_UDP_N_acetyl_beta_L_fucosamine	UDP-N-acetyl-beta-L-fucosamine	TRUE
run_model_0.3	xgboost	Metabolite_1_2_Carboxyphenylamino_1_deoxy_D_ribulose_5_phosphate	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	TRUE
run_model_0.3	xgboost	Metabolite_1_4_Dioxo_1_4_dihydronaphthalene_2_carboxylic_acid	1,4-Dioxo-1,4-dihydronaphthalene-2-carboxylic acid	FALSE
run_model_0.3	xgboost	Metabolite_1_deoxy_L_glycero_tetrulose_4_phosphate	1-deoxy-L-glycero-tetrulose 4-phosphate	FALSE
run_model_0.3	xgboost	Metabolite_1_Hydroxyphenanthrene	1-Hydroxyphenanthrene	TRUE
run_model_0.3	xgboost	Metabolite_10_Acetoxytoxol	10-Acetoxytoxol	TRUE
run_model_0.3	xgboost	Metabolite_2_hydroxy_5_methylthio_3_oxopent_1_enyl_phosphate	2-hydroxy-5-(methylthio)-3-oxopent-1-enyl phosphate	TRUE
run_model_0.3	xgboost	Metabolite_2_Oxo_3_hydroxy_4_phosphobutanoic_acid	2-Oxo-3-hydroxy-4-phosphobutanoic acid	FALSE
run_model_0.3	xgboost	Metabolite_3_3_4_5_6_7_8_Heptahydroxyflavone	3,3',4',5,6,7,8-Heptahydroxyflavone	FALSE
run_model_0.3	xgboost	Metabolite_Acetylpterosin_C	Acetylpterosin C	FALSE
run_model_0.3	xgboost	Metabolite_Beta_D_Fructose_6_phosphate	Beta-D-Fructose 6-phosphate	FALSE
run_model_0.3	xgboost	Metabolite_Crocetindial	Crocetindial	FALSE
run_model_0.3	xgboost	Metabolite_Deoxyuridine	Deoxyuridine	FALSE
run_model_0.3	xgboost	Metabolite_desethylzaleplon	desethylzaleplon	FALSE
run_model_0.3	xgboost	Metabolite_Ectoine	Ectoine	FALSE
run_model_0.3	xgboost	Metabolite_Ellagic_acid	Ellagic acid	FALSE
run_model_0.3	xgboost	Metabolite_FA_4_2_O3	FA 4_2;O3	FALSE
run_model_0.3	xgboost	Metabolite_Glutamylserine	Glutamylserine	FALSE
run_model_0.3	xgboost	Metabolite_Inosine_5_monophosphate_IMP	Inosine 5'-monophosphate (IMP)	FALSE
run_model_0.3	xgboost	Metabolite_Neryl_diphosphate	Neryl diphosphate	FALSE
run_model_0.3	xgboost	Metabolite_Phosphodimethylethanolamine	Phosphodimethylethanolamine	FALSE
run_model_0.3	xgboost	Metabolite_PROPAMOCARB	PROPAMOCARB	FALSE
run_model_0.3	xgboost	Metabolite_Selenocysteine	Selenocysteine	FALSE
run_model_0.3	xgboost	Metabolite_selenodiglutathione	selenodiglutathione	FALSE
