Features	HC1	HC2	HC3	HC4	HC5	HC6	HC7	HC8	HC9	HC10	HC11	HC12	HC13	HC14	HC15	HC16	HC17	HC18	HC19	HC21	HC22	HC23	HC24	HC25	HC26	HC27	HC28	HC29	HC30	HC31	HC32	HC33	HC34	HC35	HC36	HC38	HC39	HC40	HC41	HC42	HC43	HC44	HC45	HC46	HC47	HC48	AF33	AF36	AF37	AF38	AF39	AF40	AF41	AF43	AF44	AF45	AF46	AF47	AF48	AF49	AF50	AF51	AF52	AF53	AF54	AF55	AF58	AF59	AF62	AF63	AF64	AF67	AF68	AF69	AF70	AF71	AF73	AF74	AF76	AF78	AF80	AF81	AF82	AF90	AF97	AF98	AF102	AF103	AF104	AF106	AF108	AF109	AF112	AF115	AF117	AF119	AF120	AF123	AF125	AF126	AF129	AF130	AF136	AF137	AF139	AF140	AF141	AF142	AF164	AF165	AF166	AF167	AF169	AF171	AF172	AF176	AF177	AF178	AF179	AF180	AF181	AF182	AF183	AF184	AF186	AF216	AF217	AF219	AF220	AF229	AF96	AF213	AF4	AF6	AF7	AF8	AF10	AF11	AF13	AF15	AF17	AF20	AF21	AF24	AF25
Metabolite_Isoleucine	435247323.2	468819216.6	386056173.3	364798341.9	374155557.8	488173077.7	703783124	647370172.6	593209128.8	391609877	653574635.2	569996855.6	888223566	402725212.3	543357846.9	551279951.9	528326313.8	415300486.2	569298303.8	526362293.5	335245580.1	504809982.1	564363532.8	323115840	368008157.6	466917820.8	390235214.8	249867098.4	500635666.4	289047078	522269760.4	458279035.9	353948560.5	448088131.1	522827716.1	424656878.1	446063237.2	424407410	380537696.9	551956461.5	391381112.2	671315914.8	394531599.4	485601558.3	593718468.1	477022925.9	454705936.2	529995854.7	392022498.5	386256201.5	404017566.3	560876850.7	494584881	526621443.7	467071498.1	553349754.1	304556014.4	554614192.6	496544781.4	329666772.9	503910681.7	302671447	321568995.5	222289609.4	474442754.4	425523115.3	268069496.8	425299191.4	299619654.2	251639095.9	537724112.1	517779026.1	319568469.1	295514788	303688931.9	622264949.6	296913220.4	472458957.9	310149498.8	214864237.3	517118893.6	508489378.8	252371363.5	394841426	274523673.2	722871963.9	524147054.1	435439522.8	473449826.2	263807234	220421937.4	465849907.9	283615482	509448831.7	400929291.5	272198902.6	527950669.7	350567291.2	471628668	435705471	566903224.9	182731947.4	492345333.4	311120318.3	626466354.6	408390776.7	311781601.8	226049215.8	329641193.4	268319293.1	216269802	316323485.4	324205150.7	390944079.5	374214569.8	358767641.7	415699408.5	238866658.8	325254601.4	490995919.2	425597790.9	305700058.4	322449236.1	228100708.6	325325726.9	166940494.8	317130657.6	448083290	359774040	498793290.1	276129621.2	409600830.8	269681176.5	251793835.7	211520297.7	335210706.7	495294453.9	314475882.9	508353829.6	360157795.3	435181164	282428178	306960187.2	505209522.5	322213065.2
Metabolite_LPE_18_2	54857265.95	60104170.39	40640982.14	64903326.42	49608123.8	83163999.54	60968189.87	58128635.4	55173147.85	54970337.81	126010077.2	54768091.55	88451211	70001952.77	102898206.3	86308888.07	92559177.19	35656257.57	114563363.7	157135888.3	53747635.51	61556813.79	39021125.02	42202970.71	68529607.51	61190039.99	97355231.84	63145653.67	95805003.2	95674591.42	59731076.51	139728763.4	70509925.7	123727065.1	74772305.81	75367956.17	155729094	152271994.9	145202170	188885182.7	126827483.3	169104483.4	108002134	93858009.74	55134955.94	52179299.41	73193770.39	71722480.59	56731963.56	45250801.84	31865677.65	46512453.3	66095939.98	47990707.99	56608285.28	45359118.4	25833519.52	65125220.7	24186397.94	86456591.69	56333441.69	38924541.05	47348511.22	82718553.77	58059361.29	103253128.8	48421489.35	76940443.99	52229345.33	122367750.1	44590794	63246714.29	104606191.3	84476987.96	86837803.62	148629863.2	75054270.07	68623911.58	102880132.9	23926013.99	82535944.07	69691810.38	37116709.31	101618512	54584912.58	51792914.38	96232160.64	39704188.55	51473265.55	150752852.5	117319898.9	129910218.9	44444883.04	32278359.78	28735396.67	58261971.59	46254548.67	101928104.4	104359025.4	102240041.5	72193795.37	55115303.76	50997283.59	42608283.66	65219362.05	45605983.3	79596144.65	51193667.5	59114336.59	27726742.88	66369374.21	43068502.14	91210794.22	31643628.58	47497457.72	33458308.92	65536750.46	74865796.74	74019836.97	35983807.79	28179300.2	114005237.6	29620674.19	92339883.37	76377995.36	35117862.46	20352678.46	43447653.41	23029270.59	63877215.64	51014529.15	45219801.08	47934597	69144532.9	22972813.19	76800277.86	145217801	23131390.17	15468581.93	18939026.09	34269722.6	25691404.09	36551533.14	27218762.59	38772135.07
Metabolite_Pyruvate	1781287448	1899571016	1518077658	1681090707	1494327662	1543790872	1882673080	1602576287	1436136731	2404977275	1567796300	2185987015	1422487365	1544314738	1914263145	1754260094	1340196532	1011179323	2509049836	1478280676	2813577512	1456766349	1425772716	1883386811	1676407715	1288206475	2217723207	1383094964	1041409507	2667621448	1029640976	1553185683	821968203	1053056861	1319774671	1314569801	803679056.2	2093134461	1063576840	1403275269	1797205247	1180071212	2150297468	2743051315	1509628192	1808180605	1663580432	1167215102	1407362823	1038007587	952163716.3	1308877843	983120634.4	870662633.1	1146553674	2790037302	1191554141	1252532832	1168817028	2810615229	3763477336	869906407.4	1065516343	945506257.3	1472608600	1148257044	792695325.5	857122205.6	1530048063	1426418426	1526665297	693574062.6	993904852.8	1646740151	771654588.5	1771634632	1473694107	1221381682	1627812355	1222967908	1111092998	1195252416	811137673.6	1533857283	672401578.9	1205012045	697042230.4	1293050548	2011844529	2479500565	952144761.9	809086830	1609211602	1437178501	1381039259	1300004906	1874673921	11075482.93	1417030005	976731548.8	1083340936	951679461	1627374971	1891270659	1020817678	1680347154	1482865256	611366935.1	936014035.1	2077171077	1158043043	503495747.4	781385192.4	1291625029	1232914168	1504200653	1270785665	461134191.2	754987044.2	1203396706	971148042.7	1593670618	937997608.8	890841108	581123109.9	1209786242	1544704408	801215158.1	1358425429	1333283875	882184243	1728068740	753751847.5	764291110.6	464401316.3	1905540315	863088866.8	728706777.1	3045705199	1081977472	927043996.8	1490896225	1258864904	635339171.3	754465646.9
Metabolite_Ketoleucine	331334186.4	560447068.6	406219819.4	442361031.7	381571238.2	255765367.4	654977373	515388137	586342574.3	501056902.8	511733964.9	350878780.2	581475766.9	372175410.5	716551492.3	664620531.1	716265839.7	701401982.3	482043742	578660501.1	440666693.7	483256079.7	343508842.1	307506078.5	400716144.3	407223074.3	294387282	237296206.8	379801905.9	465422228	506898797.5	393014731.1	219806300	331125501.3	657853240.8	591312335.6	468787871.1	506928652.2	379383544.4	707157586.1	573585802.1	548910271.4	504668623.8	580716506.1	945918288.1	541394035.5	511933624.2	380507111.6	352878745.6	366379746.9	487247282.1	716301943	403703298.7	475178754.5	554239875.8	811974957.2	321382961.3	569877772.5	481938903.5	356106326	482365101.3	448075177.7	371324794.8	333309337.7	469763355.2	440219033.4	459336940	595528985.6	431162463.8	165092997.7	430270385.7	428654960.3	388267195.8	314202825.1	345615348.6	571327955.8	441403499.3	590947930.1	499051978.1	409747927.4	570359910.6	372205926	224255119.9	466378371	269593475	492864423.9	126512134.8	473261211.1	471691014.8	446910075.6	283685069	380569498.9	298645714.4	361876408	348643052.1	319134468	495497486.9	466821206.6	521329018.2	437843324.2	735911602.1	406154753.3	503888137.4	257613429.9	404756444.5	298039979	237531915.1	235485009.1	297024455.7	289442214.8	218135115	274619924	320730130.9	394652175.6	263271554.4	400424275.6	358622843.9	278208909.1	402755222.9	461119683.9	498181035	182560011.5	266647500	386209406.8	302577199.2	149619740.3	293946572.1	325543602.3	487690115	402385725.7	283201050.8	496101027.4	409679108.9	547812446.3	305552943.3	416909874.7	323609067	359218111.1	347432202.2	351597686.8	309886984.3	181409196.8	364748033	323135458.6	431012884.2
Metabolite_Saluamine	8133388.531	221853293.4	21860574.76	2106414.041	600854.8074	476088902.5	257472208.6	400506592.8	1026132811	5385203.463	770591044.2	7603390.426	234092025.6	136051233.9	247772164.4	3030733.905	7249917.383	16144691.16	75614555.67	38486199.39	143447634.9	8240461.484	66905876.74	1170342.887	10179578.39	2614152.551	1441095.302	134637120.9	31607416.72	19000495.83	29917376.19	48216787	3751580.517	3414354.619	16703465.9	41475732.91	18182187.11	17925723.04	48356324.53	218093705.6	262259014.5	18569966.16	173164173.5	17074507.27	18038602.67	1336022119	408778455.1	9855580.757	15719891.37	4943498.797	182444682.9	4684461.314	9169729.766	14382083.75	6923198.848	18564949.07	1558731.101	9624353.534	33081135.97	16660083.96	6252721.505	69434758.95	159600.1501	9039070.699	3743551.159	5855718.446	8938275.537	6364191.353	342360.9146	10042716.01	5506617.211	1063315.063	4262067.397	12643720.55	1499849.883	29294585.75	9311726.5	2753811.816	17081660.41	68595154.56	611882.9568	3400936.629	17391920.51	2266939.363	7382469.86	1496018.45	19516495.16	122728539.2	20354960.78	680684.052	23968713.57	3460386.213	2650583.53	3427007.256	5291111.698	3329270.557	3079205.988	3567476.878	1013603.042	18545136.17	1780254.508	1170281.922	35389826.46	1985715.927	7513420.558	57931361.84	3037983.16	2037693.983	2529935.136	2325024.461	854007.392	3039259.312	36982367.51	1123514.99	5410242.366	419343362.2	12772797.32	57657903.27	14201359.59	3069031.353	1303859.654	1376306.097	1098024.001	12242164.98	505844.6465	4433133.206	1457914.215	974261.6788	1093836.156	92540973.47	325428.0438	5604929.814	4742982.117	5466516.129	328329.9909	2504756.461	278539369.2	34241305.64	113339136.5	835265.9164	7508004.037	2422661.559	14171171.9	2188308.227	408692.2599
Metabolite_5_alpha_Androstan_3_alpha_17_beta_diol_O_3_beta_glucuronic_acid	34427833.4	83398236.64	64005035.93	29105628.7	41698549.32	43329307.78	92173951.48	136577089.4	75494217.82	47706751.43	81123531.3	68158841	95760635.16	128453366	72819717.8	321263746.5	182200497.8	35708027.59	48428681.42	24368385.7	51208643.57	105406015.3	84361591.51	81428223.66	33382735.4	7559986.635	19589908.31	34792031.33	89189883.32	6382646.647	24465625.02	93661781.79	9871333.938	21635023.73	14272469.78	69816342.71	49514019.19	29976432.28	93156623.09	98788389.18	47193733.2	36780086.83	34847641	123037812	108089070	89575227.23	140929290.8	19038520.09	9845041.984	135948044.6	29756040.61	120941813.5	129202784.8	23578815.63	39843769.64	52253434.83	10710214.06	79333735.93	56745591.84	15311992.83	11996430.21	40551827.09	31010703.03	60907343.36	48246001.39	48056601.21	18077700.47	57244256.04	12727375.98	8581864.65	12607904.55	73505506.15	19044852.05	11278708.91	39611703.91	86819124.05	18348207.79	51701862.62	112864983.9	28189644.67	53877129.8	62429421.89	2783706.792	14467668.4	10664526.89	55862152.74	7505714.351	70426541.69	24102541.04	7118032.614	7612158.506	16449149.31	6638427.142	65565414.38	17367488.47	5323273.165	77271818.83	42006291.95	76746303.48	112371323	3365621.323	9571461.443	96516460.18	26690002.72	112227796.4	7702615.583	39811219.35	17555772.17	16892080.66	7089156.592	24316165.54	50061029.19	15579680.33	20292052	23529355.28	7898784.957	67619129.96	11081617.35	94111315.35	29310584.81	57420206.12	18355192.88	16531262.63	56967543.03	42425134.22	4779481.968	22770406.79	56857666.2	2182828.698	83777919.93	27346497.33	19389462.94	31168456.22	54814918.69	32801161.94	12783727.09	75239499.8	35955107.94	2435694.513	42653996.98	4811680.783	1221104.32	10404315.02	62945273.96	9124494.293
Metabolite_Methyl_heptadecanoic_acid	290655051.5	923794730.5	1314048489	1347696346	399530870.2	923716393.5	706779799.2	1036721844	552586673.9	821578253.4	1865080367	1135084908	873111368.9	1009934610	1775125041	392233709.3	626130795.1	444666896.9	2103901917	369570521	1248862240	444416081.9	1604969307	609329471.7	2133224331	2238588734	1212024916	1481259372	1308369819	1046017330	1196794054	933141551.6	1077324767	1201071103	1243346136	1320134566	966454835.9	566659513.3	382342840	921258427.2	983417971.2	173629742	787373576.9	1180612115	2109909332	1350082436	649533119.2	1024309112	1107311283	1659056370	1456846189	1600082395	1142937609	1193104647	1818776110	939892410.8	1671696940	1485545706	2258537829	1092810571	2093720031	1692630924	1088909063	1413501359	1170602597	2320242055	1193123717	1064318006	1552933355	1201462045	2261806953	1289275972	1237141481	505433845.3	1272944095	1156355236	499803330.3	422620113.3	437595527.2	1071336167	2131698259	1252923379	1820471885	775431148.5	1102833874	1809009134	1344573611	573437805.5	588774584.8	624455583.6	1081127701	234698444	626603186.8	525557096.7	2428129359	1265949434	2171109294	1195598165	670731491.4	2910165895	3680459954	1146397632	2110715959	1682389788	2129270493	540178842.9	1555419920	1898936859	2098343699	655631486.5	2825590117	1192602733	1865068535	1705920234	1863908354	1233734023	2080827116	1123027806	1073294597	1142764681	2189367985	1760591358	1774204792	1650619382	1461431898	1530154718	743524097.4	2326275374	776606090.4	815648014.1	1582246409	3137464603	1016580874	1052651078	1820330756	654862303	2000817801	784377869.1	2009679356	1875151826	1421209974	1127680576	1736360050	2309639959	1648218001
Metabolite_PI_36_4	2903588.362	13406184.45	4315782.458	17168031.78	25643902.25	2936931.942	1507522.165	2355397.479	41010976.9	6129718.639	6924132.935	1190969.579	2057458.721	30687695.09	27228709.16	12038863.62	2744586.379	14205759.44	35773402.19	37715590.17	22514937.12	4423983.115	7743641.548	40290881.32	13842161.03	35366955.42	71209035.26	25397016.93	42247231.56	20798350.89	26681995.78	19259485.94	19731018.83	29391165.46	13458323.66	22399951.63	35778394.13	16495515.35	16107971.68	9064067.225	14557535.87	4131390.861	15842243.53	33054580.07	4480268.55	2889874.073	5229736.258	9681162.013	7140531.236	12357032.31	16214128.36	12023355.45	18912038.54	4055210.969	67426609.94	8573370.088	29416386.33	5582395.571	6449855.983	40658366.81	13426172.32	26514650.11	31639177.87	21639287.71	36120096.28	12473715.26	21236938.95	47468323.82	73585255.53	57249663.22	2170091.864	18056698.41	64018901.22	40599467.88	38264573.54	9054566.459	34695895.4	26287551.77	21438284.08	68472545.99	25293853.41	26607890	40311682.76	22412044.8	63079091.49	8979060.53	35626185.01	22015280.59	12947357.42	88806850.65	39078019.5	13043108.35	37233952.86	5232970.476	6238996.029	37834924.77	7752993.661	70823758.24	37767829.82	87002086.76	58441231.43	32854289.58	7039186.719	67313563.19	5893641.83	8528734.869	35075835.64	39799862.77	44549532.62	49345214.75	36536707.73	27398214.32	89099567.45	60433812.53	32545170.67	16950405.08	3592204.563	43848842.34	37128780.52	4435985.88	15690164.98	19613964.25	8372994.223	44307378.09	9039329.476	31996659.38	11683531.56	31777194.6	66915766.03	7133520.416	31665443.33	23406054.53	73965657.81	34184718.23	42043124.29	8105801.627	9314485.078	25460365.41	42683479.33	30307523.83	34396127.6	50340630.66	9949771.839	28117566.64	33207170.87
Metabolite_Pseudouridine	65934163.05	56787901.72	65144291.11	57659390.01	59016904.93	65117844.12	81875580.57	72428638	77986267.34	80328648.49	63630113.29	88330679.35	77018016.16	59700946.42	62308190.04	82333934.25	83418735.92	56519300	65403019.81	66794395.8	47583725.16	67387800.94	56919214.89	49777363.68	44547699.16	40727089.89	57002163.11	48578499.28	37706863.15	41518076.31	53740785.29	53945554.02	45089354.33	57693712.64	61308891.42	60246734.5	44835095.79	59974447.88	58776634.67	72026113.11	64186894.97	90021456.7	58052048.96	51600832.82	59283994.31	79392072.8	60747103.95	63627963.71	70100949.04	173090878.9	54838070.44	96894204.96	57918235.32	84798363.17	58816036.35	91079800.48	87170319.58	96127189.33	79346988.57	87339164.73	61141958.3	56896567.54	84518182.09	62276524.16	75319751.46	65375384.96	53695922.94	55914295.44	66671139.64	86720418.96	141556348.9	70477376.53	60288833.25	69048410.9	60978683.86	75743707.85	68369106.68	69192861.19	83034473.97	77645849.89	73876507.28	65018623.22	72214511.68	59121343.81	63515871.67	67585674.54	163510131.5	81929499.38	88705929.01	35903425.83	113230488.4	109321662.6	114287869.4	62896303.48	61265872.1	55790659.8	63255411.54	59611305.04	52280664.24	45633790.52	61945556.32	61867784.76	68988093.03	63230641	76996076.99	84495432.48	53201963.57	48036579.81	56697924.76	57245573.84	56592799.65	72427565.07	57980990.43	69400979.03	61552498.45	147460729.6	161482020.6	53577093.05	55898472.12	105094818.5	57613536.11	80989658.07	130298263.6	73025947.11	64244960.84	62617386.8	83645208.61	57101500.95	65027030.46	77749520.13	57339700.7	78621538.81	62751880.45	51566043.94	33094871.11	90192793.51	101586195.5	92680096.27	67548936.49	85204839.55	57050529.45	69777170.77	148050611.8	118702209.3	58360855.91
Metabolite_4_Hydroxymethyl_benzenesulfonic_acid	341428702.3	339319400.5	372163805.5	2366575064	1340971740	49497626.66	554303064.2	964279720.5	122094432.2	104949070.1	593423852	2908719810	624867022.6	53490142.9	10762290.19	876644300.1	193291929.2	703203750.3	148388119.2	136132731.6	963378226.7	988401835.6	38474579.39	542853858.4	630917380.5	671406115.3	33024396.03	571884154.5	18700111.61	366665989.2	564516904.2	62017123.29	399009681.4	1230634479	20374579.33	315215155.2	254388500.2	96082598.76	906051277.8	13614481.45	150191688.9	676776510.1	256310852.9	91045631.56	920141336.2	50983172.17	516464469.8	822257308.6	859246404.6	2324633712	56045201.67	65568213.67	107387577.4	375347745.8	112122325.6	1164076142	884199338.1	59693491.29	187088230	32187303.47	2743456733	3193679738	3084187103	163844504.4	47960163.59	80801834.79	2138782908	1395745617	2144766874	914878462.2	734392910.6	1931837677	1091308025	561431578.6	533565229.4	838430479.5	770907432.5	48202513.71	172560962.4	910017069.5	929856089	594968552.6	1007022272	820607780.2	201420319.6	2250317946	4601344054	102029292.4	204894157.3	1982646329	911321393.4	2143648230	1776045070	2960236872	1414655932	39434177.11	1027306837	174034103.4	25860767.82	106448618.1	2144193910	825286933.9	604469046.6	82561672.19	158370067.5	273969659.2	510136415.1	420369239.1	854158517.5	1100320685	838867054	85071273.87	163776976.5	2735362155	2689534782	2630326556	3143749046	28808959.78	240573832.3	3571437418	1343702015	336822331.7	4517413602	1631120265	1909418025	18214066.66	1836256957	643494903.8	20262870.84	1562625541	2711570.508	4117386333	2207311543	41302117.61	525810698.9	871393190.1	638696458	1981211970	617617716	90247681.79	90907818.14	23515649.67	1780490413	4180670593	863590453.7
Metabolite_3_Hydroxyphenylacetic_acid	8642353.21	6049992.837	6770966.293	49050076.97	25748015.45	864807.4704	10484472.03	19894349.53	1952437.158	1654224.886	10789512.3	61017563.89	12902934.19	915254.4805	5380964.485	16033393.74	3130218.855	13614175.4	2783308.808	1935682.135	18143379.02	19694897.36	485557.5462	9895842.168	11982844.96	13168378.24	530103.9576	11657939.38	110807.9735	6902791.632	9668964.775	1226876.787	7707905.66	25500867.21	14488407.5	6320031.081	4801590.347	1420696.57	17285861.73	183426.7595	2994778.525	12698593.65	4478882.106	1295301.804	18797594.78	744420.6823	10405244.51	16672435.26	18768969.17	48409120.72	922449.6943	926893.9824	1881737.134	7135509.964	2004000.182	23308219.54	18694572.25	1012523.674	3083838.111	508650.9773	53757987.04	66360928.92	64952974.12	2720282.876	757730.8154	1513071.249	42793595.21	28109949.33	41593753.01	16423162.39	14739655.46	39158224.33	22128862.11	11090138.83	10051278.51	17221337.35	15891383.63	820056.1937	3366619.106	17349626.08	18994671.82	11434256.94	19516421.32	16425732.28	3304631.349	47581818.22	90591138.04	1618948.893	3623230.825	37660453.51	17498398.88	43017915.57	34687786.11	61105441.08	29376921.25	509229.4711	22098937.1	3025026.961	464038.8562	1974191.085	45246487.3	16645863.35	12328583.15	1873870.114	2651228.46	5445589.636	10032692.56	8474653.797	16501328.64	22453240.43	16739125.6	1478364.485	2787979.164	55275642.68	53346384.44	52755541.4	66432627.01	417602.2398	3908134.017	77349436.6	26180796.63	5489082.149	97020203.31	33000545.91	39027377.95	200154.1799	38830468.47	12596190.32	270261.4794	31194894.04	11872195.19	88448323.22	43968595.71	915153.9103	10339857.66	19406128.27	14013786.51	38505291.34	12130279.85	1686344.329	1720817.098	187480.2275	36504640.63	87613303.64	17097336.49
Metabolite_Ferulic_acid_dilactone	442830.5325	1440705.172	2883377.157	490848.2296	20313484.42	12606260.3	2403405.3	10597829.6	274062.3515	513831.2295	12957593.61	35659168.83	5283106.139	1623269.714	79525.27243	5837133.464	22772466.1	1090312.286	60374356.09	339404.161	1626412.243	11264620.71	14683638.99	18383742.23	7390097.416	80122518.32	32349077.9	188371.1133	132295673.7	32582051.4	10979700.08	5137108.05	7800248.964	621041485.6	729797986.3	23708799.37	892335141.1	529847707.5	35609782.07	48297010.18	537670831.3	25511752	5819604.266	1392437.961	21520408.22	528173.542	6266855.178	1653708.82	1944756.791	212610345.7	7864739.915	351929.0057	6323663.693	8658729.691	1972962.638	5531935.39	15650679.72	82506215.64	6312760.715	4617082.884	4046478.394	190552.1915	176772.4772	74550541.86	1386000.061	10636718.62	722623.8122	2138396.117	1595121.305	168918687.5	10244389.34	3420128.1	841610.6641	1308846.512	65676389.44	1148870.596	255097.6601	21608864.18	36329740.38	7079949.927	631236.206	7001503.572	55504692.98	2511733.938	25643995.2	564688.5926	1437741.771	737881.5274	689266.4772	418390.0731	1849097.565	23927101.89	21341564.3	221841.4741	1028706.853	7756911.668	3234036.485	3353815.689	1870213.253	76484837.3	845832.1466	851528.9041	12249981.74	2972053.984	26115.74439	5789088.252	16843671.04	1923771.555	1667635.049	496310.8551	506230.2634	25481493.91	449364.1294	271481.6426	3898897.376	310711.4557	95678208.93	262119.9649	436412.7848	3957691.26	17726.87787	1591368.378	875268.7199	3879326.022	1670321.97	31962356.09	1045967.395	1184936.66	1269885.196	25034512.14	6846058.072	327146.9374	26133871.37	10881296.16	26078.77003	1664615.185	25109395.44	3762486.51	6396622.951	1702656.523	1413708.439	6258405.756	9298013.551	23795055.26	7755683.083
Metabolite_2_Arachidonoyl_1_stearoyl_sn_glycero_3_phosphoethanolamine	24837329.4	29748331.49	21367646.46	27857188.39	30584852.71	14047897.22	13292391.85	13593014.62	27505139.24	25218958.13	27218640.14	7928016.069	13013345.57	41198899	32721871.01	27315295.09	27809391.88	27162328.89	39634314.48	33632234.76	30029578.87	18655418.98	26870471.87	47767981.77	31443181.63	33415096.79	37263161.44	23795672.48	38057008.04	30532180.74	34194031.8	28646482.44	31104772.9	35762164.01	28753650.5	33236060.12	30323057.73	29811419.79	21477681.73	26666195.13	28224191.44	23255835.47	25395161.3	45225325.04	20989811.72	17365280.06	25512147.38	27077026.93	22883995.81	27444908.49	33123117.77	23948754.53	40169139.43	22605963.19	37334752.13	19773148.72	59530652.56	22911046.06	34756239.66	31809144.42	36399163.9	29059034.77	31861939.36	33289993.98	26991763.6	23774404.91	40023817.05	48110863.9	51638262.39	50932670.38	20993248.51	42178713.76	35493134.78	33293594.89	53722084.55	27033410.57	35175081.74	42896763.09	39364830.19	57055626.87	31516030.66	31770384.58	63615996.88	31079798.8	37742857.71	22592380.14	48972352.47	38425108.74	20225540.61	48164467.41	25540694	22832086.73	34675794.05	19014814.75	28000375.18	31907840.72	22478782.58	28762281.78	30414499.57	40716968.56	45267671.86	29306579.58	16284225.54	45500075.13	14773234.11	19127939.28	28452892.58	45908868.49	42278867.72	46546367.26	41630796.82	37331947.41	45988109.95	56298691.18	34217060.55	38747045.48	15117656.67	37229139.53	42971681.8	17203663.95	39484778.71	28449243.4	28657372.07	36105165.46	20991530.12	26445400.55	27625948.27	36905626.6	42981283.42	17785765.78	25495745.39	30874382.89	27901094.37	31262711.44	55784227.64	18328190.04	28541013.47	34229304.24	85939325	32745262.44	36051222.31	35932742.28	17341627.98	33081146.26	38357876.71
Metabolite_1_Stearoyl_2_arachidonoyl_sn_glycero_3_phospho_1_myo_inositol	11916386.09	71073225.34	27096068.67	76404939.01	251804487.1	8133562.381	4768946.924	4958024.149	167358992.3	18663800.7	15822178.96	8277212.771	6257157.817	219228168.3	51792747.89	32914526.49	7632583.082	52114000.99	213247243.1	162944228.8	119493920.2	15334521.8	31462305.01	307204963.3	61217304.38	175300147.4	173068369.6	93147248.97	181219517.8	123184850.5	129039819.1	98251926.64	141127331.4	67737437.55	24405172.69	123852430.2	149394618.8	100203222.8	83013526.49	23232343.14	20250343.14	13983860.8	21764855.69	272966567.4	13191522.23	9982918.186	14059866.71	12811581.02	17893649.33	38860256.41	124597567	33731290.62	150899422	11833203.69	434220731.3	23985834.46	184068512.3	10993938.2	29148159.6	178322516.4	34029286.42	166274371.6	57821650.39	120513844.5	126213011.7	17059920.82	214355720	327618591.3	415925761.3	194238107.4	4736866.774	126517644	170625027.8	159887401	189637697.8	29579239.38	142316997.7	152466958	108832181.4	364078132.4	95658271.49	215816934.1	337554805.7	36269791.9	355462087.9	24060534.67	178934726.2	190512718.1	50547623.39	535982172	152723681.7	25154599.63	215983632.7	19442925.12	43478199.75	100050563.1	21967809.73	281077660.8	76054587.29	294069645.4	200730320	152983448.7	16319476.75	420912090.9	29415220.93	19893443.24	73176719.91	359399387.8	195353063.7	333913845.6	232410511.3	228029715.8	305908189.8	349707417.3	225600118.4	69482785.42	16443224.43	99804736.67	239450237.4	11133393.63	51363788.66	31555815.26	27617104.81	170961173.9	14978623.28	258621163.1	43773485.96	123409275.1	336633251.2	12134399.95	189399430.8	64814066.75	254943682.5	119768511.4	390196731.3	17486700.6	22290309.64	189537364.5	259171327.3	215939847.3	218594262.1	173723972.1	36029060.69	81723036.02	243990368.5
Metabolite_1_alpha_Methyl_5_alpha_androstan_3_alpha_17_beta_diol_glucuronide	3416131.355	78634257.22	12048399.64	24202818.86	1517037.534	327652720.4	10432581.02	36907160.74	54272742.27	85182518.33	108891316.4	21986760.42	152174842.6	16130024.7	87618743.4	70528634.43	49222412.2	4560915.537	193118716.1	9574038.33	18541126.03	37187871.98	12347900.05	1570981.304	41455527.58	10665765.56	9869943.726	6389686.936	11789754.21	30868153.4	10780865.43	27481955.28	20898311.13	23081836.15	212343815.8	33591670.07	26903789.11	8265586.213	25816476.98	25482182.02	38440637.86	26160621.6	125358453.2	29712706.57	20688370.23	14310072.99	65947902.65	8949672.453	22380074.66	21826858.74	28722662.34	69558250.98	18255116.93	28194410.48	19097389.8	13474070.79	7676340.344	56609599.05	16872713.25	5615247.165	6954657.46	8347041.234	4254644.557	10393657.76	18680396.12	81383773.46	15553354.89	10640702.89	20056804.5	27920564.94	4366314.463	75657799.87	14311669.18	3422090.109	8113511.239	35803377.16	1874032.68	11159830.77	20826266.69	22542797.7	15249396.72	11933201.45	73815949.99	4141133.144	15506818.91	21083897.19	2765196.204	19569410.97	10201925.61	3365859.155	2012250.381	9379955.288	3233943.585	32820569.96	39086180	13009778.84	14836186.76	10620106.63	6804412.318	7390887.293	4426192.768	7862677.916	25004372.53	12156474.74	10704622.57	6524476.093	7607371.888	3371391.051	3590145.533	3031873.603	32277515.67	6951282.927	5709183.32	5655602.55	22174741.24	15122915.74	30024114.16	24136629.86	2968151.92	193031698.9	6871085.511	3350093.208	6461448.955	32685273.23	44986501.81	45981194.76	6819058.419	19275506.34	2551021.978	29089027.88	2444236.146	9690783.623	36614312.6	59644476.6	36420976.31	12927871.42	25223062.7	45750737.72	129575792.8	9571238.066	63509872.56	59420972.14	2129653.611	4912724.656	5724316.777
