feature_id	raw_id	raw_name	mz	rt	class	sub_class
Metabolite_M283T370	M283T370	Acacetin	283.0675	370.3		
Metabolite_M391T36	M391T36	Pyrroloquinoline quinone	391.0068	36.4	Quinolines and derivatives	Pyrroloquinolines
Metabolite_M190T256	M190T256	2-(2-Methylthio)ethylmalate	190.0061	256.3		
Metabolite_M327T658	M327T658	Pseudobaptigenin	327.253	658.4	Isoflavonoids	Isoflav-2-enes
Metabolite_M721T63	M721T63	1-Diphosinositol pentakisphosphate	720.8075	62.8	Organooxygen compounds	Alcohols and polyols
Metabolite_M503T350	M503T350	Melezitose	503.3242	350.2	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M511T586	M511T586	Chatenaytrienin 2	511.4022	586.1	Fatty Acyls	Fatty alcohols
Metabolite_M459T466_3	M459T466_3	deacetoxyvindoline	459.212	465.8		
Metabolite_M439T592	M439T592	Ginkgolide C	439.2586	591.9	Prenol lipids	Terpene lactones
Metabolite_M443T584_2	M443T584_2	Schleicherastatin 5	443.315	583.7	Steroids and steroid derivatives	Stigmastanes and derivatives
Metabolite_M154T91	M154T91	Menadione	154.0616	91.4	Naphthalenes	Naphthoquinones
Metabolite_M455T548	M455T548	Phytyl diphosphate	455.2455	547.9	Prenol lipids	Diterpenoids
Metabolite_M503T365	M503T365	Rphdhd	503.3245	365.3	Fatty Acyls	Fatty acyl glycosides
Metabolite_M309T400	M309T400	Cannabinol	309.2059	400.2	Benzopyrans	1-benzopyrans
Metabolite_M478T535_3	M478T535_3	26-hydroxybrassinolide	478.3081	535.1		
Metabolite_M431T432	M431T432	Vitexin	431.3149	432		
Metabolite_M224T73_2	M224T73_2	N-Phenethylacetamide	224.0919	73	Carboxylic acids and derivatives	Carboxylic acid derivatives
Metabolite_M344T46	M344T46	7-Methylxanthosine	344.0934	46.1	Purine nucleosides	
Metabolite_M424T72	M424T72	Fumiquinazoline C	424.1357	72		
Metabolite_M313T461	M313T461	Resiquimod	313.2371	461.2	Quinolines and derivatives	Imidazoquinolines
Metabolite_M567T689_1	M567T689_1	Hydroxyspheroidene	567.4547	689.2		
Metabolite_M365T622	M365T622	Nervonic acid	365.225	621.5	Fatty Acyls	Fatty acids and conjugates
Metabolite_M113T685	M113T685	cis-Acetylacrylate	112.9851	685	Keto acids and derivatives	Short-chain keto acids and derivatives
Metabolite_M431T391_1	M431T391_1	1,24,25-trihydroxyvitamin D3	431.3148	391.4	Steroids and steroid derivatives	Vitamin D and derivatives
Metabolite_M107T256	M107T256	p-Cresol	107.0507	256.3	Phenols	Cresols
Metabolite_M547T688_1	M547T688_1	5'-Hydroxycastavinol	547.4285	688.5	Flavonoids	Flavans
Metabolite_M517T648_1	M517T648_1	Corosin	517.2677	648	Prenol lipids	Triterpenoids
Metabolite_M255T586	M255T586	Isopalmitic acid	255.2341	585.6	Fatty Acyls	Fatty acids and conjugates
Metabolite_M659T57	M659T57	myo-Inositol hexakisphosphate	658.8572	57.1	Organooxygen compounds	Alcohols and polyols
Metabolite_M493T261	M493T261	pumiloside	493.1593	260.9		
Metabolite_M243T73	M243T73	1,2-Dihydroxyfluorene	243.1236	72.7		
Metabolite_M498T468	M498T468	LysoPE(0_0_20_5(5Z,8Z,11Z,14Z,17Z))	498.2599	467.8	Glycerophospholipids	Glycerophosphoethanolamines
Metabolite_M663T426_2	M663T426_2	Avermectin B2a aglycone	663.3418	426.3		
Metabolite_M487T356	M487T356	7-Sulfocholic acid	487.3405	356.3	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M499T332_1	M499T332_1	Tuftsin	499.2888	332	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M511T317_1	M511T317_1	L-Oleandrosyl-oleandolide	511.2887	317.1		
Metabolite_M245T72_2	M245T72_2	Octopine	245.1243	72		
Metabolite_M205T138	M205T138	Biuret	205.0701	137.9	Carboximidic acids and derivatives	Carboximidic acids
Metabolite_M397T367	M397T367	Elarofiban	397.2225	367.1	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M400T659	M400T659	Ipsapirone	400.1469	658.7	Diazinanes	Piperazines
Metabolite_M421T348	M421T348	Resolvin D5	421.2253	347.6	Fatty Acyls	Fatty acids and conjugates
Metabolite_M439T263	M439T263	Tetracenomycin B3	439.0693	262.8		
Metabolite_M462T561_2	M462T561_2	Bucromarone	462.2957	561.4	Organooxygen compounds	Carbonyl compounds
Metabolite_M567T289	M567T289	3,4-Dihydroanhydrorhodovibrin	567.3141	289.5		
Metabolite_M236T344	M236T344	Hydroxymethyl indol-3-yl ketone	236.1053	344.2	Indoles and derivatives	Indoles
Metabolite_M365T137	M365T137	Deoxyaureothin	365.1349	136.8		
Metabolite_M141T34_1	M141T34_1	Methanesulfinic acid	140.9871	33.8	Sulfinic acids and derivatives	Sulfinic acids
Metabolite_M445T648_2	M445T648_2	Vitamin D3	445.3348	648	Steroids and steroid derivatives	Vitamin D and derivatives
Metabolite_M528T280_1	M528T280_1	Glycochenodeoxycholate-3-sulfate	528.2607	280.2	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M242T49	M242T49	Cytidine	242.0796	48.6	Pyrimidine nucleosides	
Metabolite_M248T73	M248T73	N-(3-Methylbut-2-EN-1-YL)-9H-purin-6-amine	248.1139	72.7	Imidazopyrimidines	Purines and purine derivatives
Metabolite_M453T267_1	M453T267_1	Tetracenomycin E	453.0853	266.5		
Metabolite_M365T95	M365T95	Quetiapine	365.135	94.6	Benzothiazepines	Dibenzothiazepines
Metabolite_M591T501	M591T501	Lycopersene	591.3349	500.7		
Metabolite_M315T42	M315T42	Capillarisin	315.0492	42.2	Coumarins and derivatives	
Metabolite_M583T265	M583T265	Lumirubin	583.2528	265	Tetrapyrroles and derivatives	
Metabolite_M426T679	M426T679	arabidiol	426.3654	678.5		
Metabolite_M567T283	M567T283	Enkephalinamide-Leu, Ala(2)-	567.3145	282.6	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M401T636_3	M401T636_3	Stellata-2,6,19-triene	401.3037	635.7		
Metabolite_M295T498	M295T498	dapdiamide C	295.1394	498.4		
Metabolite_M327T51	M327T51	5-Oxoinosine	326.8529	51.1		
Metabolite_M475T487	M475T487	Nuatigenin	475.2883	487.2		
Metabolite_M471T615	M471T615	Maslinic acid	471.3509	615.4	Prenol lipids	Triterpenoids
Metabolite_M401T311	M401T311	Setipiprant	401.1267	311.3	Naphthalenes	Naphthalenecarboxylic acids and derivatives
Metabolite_M333T330_2	M333T330_2	Alkannin	333.0595	330.5		
Metabolite_M454T394	M454T394	Pseudojujubogenin	454.3247	393.8	Prenol lipids	Triterpenoids
Metabolite_M465T529	M465T529	Hydrocortisoni acetas	465.3615	529.4		
Metabolite_M471T290	M471T290	Deacetylnomilin	471.2452	289.5	Prenol lipids	Triterpenoids
Metabolite_M389T232	M389T232	Lysionotin	389.0903	231.6		
Metabolite_M360T125_2	M360T125_2	12-Hydroxychelirubine	360.0854	125.3		
Metabolite_M407T415	M407T415	6a,12a-Dihydroxylithocholic acid	407.2776	414.8	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M410T457	M410T457	4,4-Diapolycopenedial	410.2404	457.4		
Metabolite_M255T43	M255T43	1-Hydroxyphenanthrene	254.9815	43.2	Phenanthrenes and derivatives	Phenanthrols
Metabolite_M461T659	M461T659	Dorzagliatin	461.3604	659.3		
Metabolite_M389T41	M389T41	Usnic acid	389.0487	41.2		
Metabolite_M206T47	M206T47	4-amino-4-deoxychorismate	206.0669	46.8	Carboxylic acids and derivatives	Dicarboxylic acids and derivatives
Metabolite_M250T46	M250T46	5'-Deoxyadenosine	250.0928	46.4	5'-deoxyribonucleosides	
Metabolite_M266T46	M266T46	Adenosine	266.0876	45.9	Purine nucleosides	
Metabolite_M373T580	M373T580	9,11alpha-Epoxypregn-4-ene-3,20-dione	373.2047	580.3		
Metabolite_M463T570_1	M463T570_1	Dehydroisoandrosterone 3-glucuronide	463.2887	570.1	Steroids and steroid derivatives	Steroidal glycosides
Metabolite_M173T358	M173T358	Octanal	173.0443	357.5	Organooxygen compounds	Carbonyl compounds
Metabolite_M751T578_2	M751T578_2	PE(P-18_0_20_4(5Z,8Z,11Z,14Z))	750.5498	578	Glycerophospholipids	Glycerophosphoethanolamines
Metabolite_M357T248	M357T248	Gardenin	357.1006	247.8		
Metabolite_M750T604_1	M750T604_1	Plastoquinol A	749.5934	603.9		
Metabolite_M254T235	M254T235	7,8-dihydromonapterin	254.0721	234.6		
Metabolite_M431T350_1	M431T350_1	2-cis,6-trans,10-trans-Geranylgeranyl diphosphate	431.1725	349.7	Prenol lipids	Diterpenoids
Metabolite_M215T232	M215T232	2-Isopropyl citrate	215.0826	231.9	Carboxylic acids and derivatives	Tricarboxylic acids and derivatives
Metabolite_M469T293	M469T293	1-palmitoyl-dihydroxyacetone-phosphate	469.2284	293.5	Organooxygen compounds	Carbonyl compounds
Metabolite_M469T285	M469T285	trans-Methylbixin	469.2268	284.8	Prenol lipids	Diterpenoids
Metabolite_M893T42	M893T42	L-adenosylselenomethionine	893.1648	42.1		
Metabolite_M636T604_2	M636T604_2	3-(all-trans-octaprenyl)benzene-1,2-diol	635.5147	603.9	Prenol lipids	Polyprenylphenols
Metabolite_M188T256	M188T256	1-Nitro-5,6-dihydroxy-dihydronaphthalene	188.0103	256.2	Naphthalenes	Nitronaphthalenes
Metabolite_M595T389	M595T389	Salannin	595.3842	389.2	Prenol lipids	Triterpenoids
Metabolite_M151T47	M151T47	(-)-cis-Carveol	151.0071	47.5	Prenol lipids	Monoterpenoids
Metabolite_M567T304_1	M567T304_1	Lutein	567.3126	304.2	Prenol lipids	Tetraterpenoids
Metabolite_M216T57	M216T57	1-(1,3-Benzodioxol-5-yl)-4,4-dimethyl-1-penten-3-ol	216.031	57.3	Benzodioxoles	
Metabolite_M774T505	M774T505	Ubiquinol 8	773.5659	505.5	Prenol lipids	Quinone and hydroquinone lipids
Metabolite_M188T96	M188T96	Castanospermine	188.0023	96.5	Indolizidines	
Metabolite_M463T565	M463T565	Campestanol	463.3388	564.9	Steroids and steroid derivatives	Ergostane steroids
Metabolite_M130T424	M130T424	L-Norleucine	130.0862	423.9	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M683T567_2	M683T567_2	Sanchinoside B2	683.4313	567		
Metabolite_M801T55_1	M801T55_1	5-Diphosphoinositol pentakisphosphate	800.8282	54.6	Organooxygen compounds	Alcohols and polyols
Metabolite_M253T47	M253T47	Isoscopoletin	252.9733	46.7		
Metabolite_M211T308	M211T308	isopentenyl phosphate	211.0357	308.1		
Metabolite_M204T141	M204T141	D-proline betaine	204.0858	140.7		
Metabolite_M131T98	M131T98	Xylose	131.0602	97.7		
Metabolite_M283T51_2	M283T51_2	N-Acetyl-glucosamine 1-phosphate	283.0197	51	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M415T545	M415T545	22-oxodocosanoic acid	415.2297	544.9		
Metabolite_M202T71	M202T71	Indolepyruvate	202.049	71	Indoles and derivatives	Indolyl carboxylic acids and derivatives
Metabolite_M255T256_1	M255T256_1	Demethylmedicarpin	254.9944	256.3		
Metabolite_M401T45	M401T45	Cichoriin	401.0686	45.3	Coumarins and derivatives	Coumarin glycosides
Metabolite_M453T518_1	M453T518_1	Ursocholic acid	453.2727	518.1	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M489T513_1	M489T513_1	Tetrahymanol	489.3537	513.2	Prenol lipids	Triterpenoids
Metabolite_M461T594	M461T594	Daidzin	461.3318	594.4	Isoflavonoids	Isoflavonoid O-glycosides
Metabolite_M523T62_2	M523T62_2	Quercetin 3,3-bissulfate	522.845	62.5		
Metabolite_M499T354_2	M499T354_2	Kentsin	499.2964	353.8	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M735T338_2	M735T338_2	Methoxyfenozide	735.3318	338.5	Benzene and substituted derivatives	Benzoic acids and derivatives
Metabolite_M515T412_1	M515T412_1	S-(Hydroxymethyl)mycothiol	515.0784	411.9		
Metabolite_M612T614_1	M612T614_1	Cyclooctat-9-ene-5,7-diol	611.5108	614.2		
Metabolite_M232T252	M232T252	7-Benzyl-3-thia-7-azabicyclo[3.3.1]nonane	232.0591	252.5	Piperidines	Benzylpiperidines
Metabolite_M351T593_2	M351T593_2	Androsterone	351.214	592.9	Steroids and steroid derivatives	Androstane steroids
Metabolite_M183T91	M183T91	4-Methylbenzyl alcohol	183.0491	91.2	Benzene and substituted derivatives	Benzyl alcohols
Metabolite_M841T576	M841T576	PC(O-18_0_20_4(8Z,11Z,14Z,17Z))	840.6212	575.5	Glycerophospholipids	Glycerophosphocholines
Metabolite_M275T687	M275T687	(3Z,6Z)-3,6-Nonadienal	275.0532	687	Organooxygen compounds	Carbonyl compounds
Metabolite_M329T46	M329T46	Coumesterol	329.0744	45.9	Isoflavonoids	Coumestans
Metabolite_M237T266	M237T266	trans-Coumaryl acetate	237.0794	266.5		
Metabolite_M664T625	M664T625	2-Octaprenyl-6-methoxy-1,4-benzoquinone	663.5074	625.1		
Metabolite_M612T498_1	M612T498_1	5-O-beta-D-Mycaminosyltylactone	612.3263	497.5		
Metabolite_M753T315_2	M753T315_2	Schidigerasaponin C2	753.415	314.7	Steroids and steroid derivatives	Steroidal glycosides
Metabolite_M285T425	M285T425	1-Hydroxyanthraquinone	285.0648	425.1	Anthracenes	Anthraquinones
Metabolite_M371T319	M371T319	Tricetin Pentamethyl Ether	371.1686	318.5		
Metabolite_M197T89	M197T89	4-Hydroxyphenylacetaldehyde	197.0433	89.1	Benzene and substituted derivatives	Phenylacetaldehydes
Metabolite_M564T658_1	M564T658_1	FA 18_1	563.5109	658.4		
Metabolite_M307T242	M307T242	Mannitol 1-phosphate	307.0471	242	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M320T54	M320T54	Skimmianine	320.033	54.5		
Metabolite_M794T580	M794T580	3,4-dihydroxy-2-methyl-4-farnesyl-3H-quinolin-1-ium-1-olate	793.5069	580		
Metabolite_M196T49_2	M196T49_2	1-Hydro-1,1a-dihydroxy-9-fluorenone	196.0745	49.3		
Metabolite_M591T355	M591T355	Tuberoside	591.3608	355.5	Steroids and steroid derivatives	Steroidal glycosides
Metabolite_M406T361	M406T361	N,N-Diacetylchitobiose	406.1306	360.7		
Metabolite_M559T587_2	M559T587_2	Cucurbitacin C	559.4799	587	Steroids and steroid derivatives	Cucurbitacins
Metabolite_M355T280	M355T280	Pelanin	355.2235	280.5	Steroids and steroid derivatives	Steroid esters
Metabolite_M405T447_1	M405T447_1	5,7-Dihydroxy-3',4',5'-trimethoxyflavone	405.0877	447.1	Flavonoids	O-methylated flavonoids
Metabolite_M267T46_2	M267T46_2	Salicin	267.0907	45.8	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M499T423_2	M499T423_2	D-myo-Inositol 3,4,5,6-tetrakisphosphate	498.9276	423	Organooxygen compounds	Alcohols and polyols
Metabolite_M371T350	M371T350	Syringin	371.169	349.8		
Metabolite_M481T615_2	M481T615_2	Demethylphylloquinone	481.3263	614.6	Prenol lipids	Quinone and hydroquinone lipids
Metabolite_M293T454	M293T454	(2'E,4'Z,8E)-Colneleic acid	293.1795	453.6	Fatty Acyls	Fatty acids and conjugates
Metabolite_M831T464_2	M831T464_2	PC(O-16_0_20_3(8Z,11Z,14Z))	830.6021	464.5	Glycerophospholipids	Glycerophosphocholines
Metabolite_M405T42	M405T42	Xanthommatin	405.0268	41.8		
Metabolite_M251T335	M251T335	3-Dimethylallyl-4-hydroxybenzaldehyde	251.0957	334.9		
Metabolite_M851T576_1	M851T576_1	Tilmicosin	850.5431	575.6	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M295T454_1	M295T454_1	17a-Ethynylestradiol	295.1742	453.6	Steroids and steroid derivatives	Estrane steroids
Metabolite_M309T73	M309T73	Pentaporphyrin I	309.1187	72.8	Tetrapyrroles and derivatives	Porphyrins
Metabolite_M481T648_1	M481T648_1	DN-isobutylamide	481.3258	648.4	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M559T614_3	M559T614_3	(10E,12Z)-Octadecadienoic acid	559.4808	614.1	Fatty Acyls	Lineolic acids and derivatives
Metabolite_M440T512	M440T512	3-Sulfodeoxycholic acid	440.1039	512.4	Sphingolipids	Ceramides
Metabolite_M541T269_2	M541T269_2	15,9'-di-cis-phytofluene	541.2633	269	Prenol lipids	Tetraterpenoids
Metabolite_M425T690	M425T690	Darifenacin	425.3366	689.7	Benzene and substituted derivatives	Diphenylmethanes
Metabolite_M229T326	M229T326	Visnagin	229.0538	325.7		
Metabolite_M236T310	M236T310	1-Carboxyethylphenylalanine	236.0961	310.1	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M856T576_2	M856T576_2	Coenzyme Q9	855.6025	576.1	Prenol lipids	Quinone and hydroquinone lipids
Metabolite_M562T321_2	M562T321_2	Taurolithocholate 3-sulfate	562.2592	321.3	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M813T575	M813T575	PE 38_4	812.5697	575.4		
Metabolite_M513T317_1	M513T317_1	7-O-Dmethylcephaeline	513.2679	316.6		
Metabolite_M424T690_1	M424T690_1	Methacycline	424.3169	689.7	Tetracyclines	
Metabolite_M317T141	M317T141	6,7,4-Trihydroxyflavanone	317.0621	141.2		
Metabolite_M591T673_2	M591T673_2	1,25-Dihydroxyvitamin D3 monoglucuronide	591.3065	673.3	Steroids and steroid derivatives	Vitamin D and derivatives
Metabolite_M624T288_2	M624T288_2	Leukotriene C4	624.3493	288.2	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M499T392	M499T392	Frangulanine	499.3072	392	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M517T380	M517T380	Ursodeoxycholic acid 3-sulfate	517.2394	380.2	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M423T627	M423T627	1beta-Hydroxycholic acid	423.259	627.2	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M830T576_5	M830T576_5	3-Decaprenyl-4-hydroxy-5-methoxybenzoate	829.6632	575.7	Prenol lipids	Polyprenylphenols
Metabolite_M353T541	M353T541	Prostaglandin F2b	353.1815	541	Fatty Acyls	Eicosanoids
Metabolite_M367T645_2	M367T645_2	Lignoceric acid (C24)	367.2432	644.7	Fatty Acyls	Fatty acids and conjugates
Metabolite_M284T411	M284T411	Methyltestosterone	284.2226	411.4	Steroids and steroid derivatives	Androstane steroids
Metabolite_M282T76	M282T76	Oryzalexin C	282.1342	76.3	Prenol lipids	Diterpenoids
Metabolite_M559T614_2	M559T614_2	2-Hexadec-7-enylicosa-8,11-dienedioic acid	559.4642	614.2	Fatty Acyls	Fatty acids and conjugates
Metabolite_M243T301	M243T301	7-Methyluric acid	243.0332	300.7	Imidazopyrimidines	Purines and purine derivatives
Metabolite_M265T71	M265T71	epi-aristolochene	265.0311	70.9		
Metabolite_M157T51	M157T51	Allantoin	157.0117	51.4	Azoles	Imidazoles
Metabolite_M244T72	M244T72	3-(3,4-dihydroxypyridinium-1-yl)-L-alanine	244.0655	72.4		
Metabolite_M267T415_1	M267T415_1	Equilin	267.1434	415		
Metabolite_M214T49	M214T49	10-Methylthio-2-decanoic acid	214.083	48.7		
Metabolite_M244T73	M244T73	3-hydroxy-geranylhydroquinone	244.119	73.1		
Metabolite_M563T321	M563T321	Apiin	563.254	321.3	Naphthalenes	Phenylnaphthalenes
Metabolite_M241T234	M241T234	(S,S)-Nt-Histidinylalanine	241.0465	234.5	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M399T344	M399T344	Epoxybergamottin	399.1995	344.4		
Metabolite_M283T413	M283T413	Prunetin	283.2693	412.9	Isoflavonoids	O-methylated isoflavonoids
Metabolite_M466T558_1	M466T558_1	Emindole SB	466.3046	557.8		
Metabolite_M507T594	M507T594	10-Desacetyltaxuyunnanin C	507.1217	594.3		
Metabolite_M655T141_2	M655T141_2	(N-acetylneuraminosyl(a2-6)lactosamine)	655.2321	140.9	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M166T104	M166T104	2,4-Diamino-6-nitrotoluene	166.0592	104.3	Benzene and substituted derivatives	Nitrobenzenes
Metabolite_M667T627_2	M667T627_2	(20R)-Ginsenoside Rh2	667.4547	626.7		
Metabolite_M475T484	M475T484	Avizafone	475.3151	484.3	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M239T274_2	M239T274_2	Alizarin	239.0757	274.5		
Metabolite_M411T370	M411T370	17-Hydroxypregnenolone sulfate	411.2367	369.9	Steroids and steroid derivatives	Sulfated steroids
Metabolite_M507T439_1	M507T439_1	3-Dehydroecdysone	507.2692	439.2		
Metabolite_M675T43_2	M675T43_2	Mercuron	675.0512	42.9		
Metabolite_M315T248_2	M315T248_2	Anhydroglycinol	315.0568	248	Isoflavonoids	Furanoisoflavonoids
Metabolite_M216T49_2	M216T49_2	MCULE-9549317752	216.0878	49.1		
Metabolite_M466T341	M466T341	Buprenorphine	466.2604	340.6	Phenanthrenes and derivatives	
Metabolite_M497T333_1	M497T333_1	Taurohyocholate	497.267	333.1	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M315T412	M315T412	Isorhamnetin	315.0569	411.6	Flavonoids	Flavones
Metabolite_M723T578_2	M723T578_2	PE(P-16_0_20_4(5Z,8Z,11Z,14Z))	722.5265	578.3	Glycerophospholipids	Glycerophosphoethanolamines
Metabolite_M297T413	M297T413	Norethindrone	297.1188	412.5	Steroids and steroid derivatives	Estrane steroids
Metabolite_M404T299	M404T299	N-desalkyludenafil	404.2115	299.5	Benzene and substituted derivatives	Benzenesulfonamides
Metabolite_M293T483	M293T483	9-HOTrE	293.1604	483.1		
Metabolite_M591T614_1	M591T614_1	Pheophorbide a	591.4557	614.4		
Metabolite_M201T155	M201T155	N-Ethylammelide	201.0366	155.1		
Metabolite_M205T48	M205T48	2-Methylcitric acid	204.9949	48.4	Carboxylic acids and derivatives	Tricarboxylic acids and derivatives
Metabolite_M511T657	M511T657	3-Acetyl-11-keto-beta-boswellic acid	511.405	656.8	Prenol lipids	Triterpenoids
Metabolite_M268T52	M268T52	norlaudanosoline	268.1032	52.2		
Metabolite_M319T658_1	M319T658_1	20-Hydroxyeicosatetraenoic acid	319.2215	658.2	Fatty Acyls	Fatty acids and conjugates
Metabolite_M607T345	M607T345	Reserpine	607.2782	344.5	Yohimbine alkaloids	
Metabolite_M750T575_1	M750T575_1	PC(P-16_0_20_3(5Z,8Z,11Z))	749.564	575.1	Glycerophospholipids	Glycerophosphocholines
Metabolite_M191T73_2	M191T73_2	(S)-2-Aceto-2-hydroxybutanoic acid	191.0561	73		
Metabolite_M281T302	M281T302	Capsidiol	281.1758	302	Prenol lipids	Sesquiterpenoids
Metabolite_M277T295	M277T295	Melatonin	277.1194	295.5	Indoles and derivatives	Indoles
Metabolite_M213T248	M213T248	(1R,4S)-1-hydroxylimonen-2-one	213.1132	248.4		
Metabolite_M239T358	M239T358	4-hydroxy-2,2-bipyrrole-5-methanol	239.0673	357.8		
Metabolite_M211T317	M211T317	(E)-4,8-Dimethyl-1,3,7-nonatriene	211.134	317.3	Prenol lipids	Monoterpenoids
Metabolite_M165T49_2	M165T49_2	3,4-Dihydroxymandelic acid	165.0193	49.3	Phenols	Benzenediols
Metabolite_M195T378	M195T378	(Z)-3-Hexenal	195.139	378.3		
Metabolite_M515T446	M515T446	SAICAR	515.0667	446.1	Imidazole ribonucleosides and ribonucleotides	1-ribosyl-imidazolecarboxamides
Metabolite_M601T628_2	M601T628_2	Isopentenyldehydrorhodopin	601.478	628.2		
Metabolite_M217T88	M217T88	L-Formylkynurenine	217.0618	87.6	Organooxygen compounds	Carbonyl compounds
Metabolite_M179T468	M179T468	p-Cymene	179.1078	468.4	Prenol lipids	Monoterpenoids
Metabolite_M251T245	M251T245	beta-Damascenone	251.1288	244.9	Organooxygen compounds	Carbonyl compounds
Metabolite_M241T239	M241T239	Geranyl acetate	241.1446	238.9	Fatty Acyls	Fatty alcohol esters
Metabolite_M223T131	M223T131	Methyleugenol	223.0975	130.6	Benzene and substituted derivatives	Methoxybenzenes
Metabolite_M187T296	M187T296	Plumbagin	187.04	295.8		
Metabolite_M209T53	M209T53	(R)-2,3-Dihydroxy-3-methylvalerate	209.0666	52.8		
Metabolite_M201T324	M201T324	4-hydroxy-2-nonenal (4-HNE)	201.1133	323.5	Fatty Acyls	Fatty alcohols
Metabolite_M165T91_1	M165T91_1	L-Erythrulose	165.0404	91.4	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M232T78	M232T78	gamma-Glutamylcysteine	232.0286	78.2	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M199T289	M199T289	3-methyl-4-cis-hydroxy-2-butenal	199.0975	288.7	Organooxygen compounds	Carbonyl compounds
Metabolite_M209T44	M209T44	L-Arabonolactone	209.0302	43.9		
Metabolite_M211T73	M211T73	Benzyl acetate	211.0611	72.7	Benzene and substituted derivatives	Benzyloxycarbonyls
Metabolite_M109T638	M109T638	5-Amino-4-imidazole carboxylate	109.0044	638.5		
Metabolite_M243T268	M243T268	5,10-dihydrophenazine	243.0774	268.2		
Metabolite_M261T89	M261T89	Harmolol	261.0882	89.2	Harmala alkaloids	
Metabolite_M253T243	M253T243	Pseudoionone	253.1444	242.9	Prenol lipids	Monoterpenoids
Metabolite_M253T306	M253T306	beta-Ionone	253.1444	306.2	Prenol lipids	Sesquiterpenoids
Metabolite_M283T553	M283T553	19-Oxotestosterone	283.1702	552.7	Steroids and steroid derivatives	Androstane steroids
Metabolite_M204T243	M204T243	2-Methyl-4-quinolinol	204.0665	242.7		
Metabolite_M251T562	M251T562	Sulcatone	251.2015	562.2	Organooxygen compounds	Carbonyl compounds
Metabolite_M279T73_2	M279T73_2	N-Acetylserotonin	279.0988	72.6	Indoles and derivatives	Hydroxyindoles
Metabolite_M180T75	M180T75	Adenine	180.0528	74.8	Imidazopyrimidines	Purines and purine derivatives
Metabolite_M221T308	M221T308	coniferyl acetate	221.0818	307.6		
Metabolite_M213T325	M213T325	Pulegone	213.1131	325.3	Prenol lipids	Monoterpenoids
Metabolite_M141T73	M141T73	Homofureanol	141.0558	73.3	Dihydrofurans	Furanones
Metabolite_M229T249	M229T249	(3S)-3-hydroxycyclocitral	229.108	248.6	Organooxygen compounds	Alcohols and polyols
Metabolite_M224T73_1	M224T73_1	Thymidine	224.0563	73.2	Pyrimidine nucleosides	Pyrimidine 2'-deoxyribonucleosides
Metabolite_M195T261	M195T261	2-Hexenal	195.1389	260.9	Organooxygen compounds	Carbonyl compounds
Metabolite_M207T39	M207T39	Malonate	207.0148	39.1	Carboxylic acids and derivatives	Dicarboxylic acids and derivatives
Metabolite_M225T52_1	M225T52_1	aminopyrrolnitrin	224.999	52		
Metabolite_M201T413	M201T413	Gentisyl alcohol	201.0403	413.3		
Metabolite_M222T73	M222T73	indole-3-glycol	222.077	72.8	Indoles and derivatives	Indoles
Metabolite_M166T33_2	M166T33_2	Pyridoxal	166.0511	33.4	Pyridines and derivatives	Pyridine carboxaldehydes
Metabolite_M179T299	M179T299	Chavicol	179.0712	299.1	Phenols	1-hydroxy-2-unsubstituted benzenoids
Metabolite_M236T138	M236T138	5-Methoxytryptophol	236.0926	137.7	Indoles and derivatives	Indoles
Metabolite_M255T564	M255T564	D-Pinitol	255.0724	563.9		
Metabolite_M129T63	M129T63	chloric acid	128.9595	63.1		
Metabolite_M263T390	M263T390	artemisinic aldehyde	263.165	389.5		
