Branch_ID	Branch_Label	Branch_Dir	Model	Parameter	Value
1.5	临床 + 代谢组差值	run_model_1.5_step2	svm	svm.cost	3.97314560912855
1.5	临床 + 代谢组差值	run_model_1.5_step2	svm	svm.kernel	radial
1.5	临床 + 代谢组差值	run_model_1.5_step2	svm	svm.type	C-classification
1.5	临床 + 代谢组差值	run_model_1.5_step2	svm	svm.gamma	0.0000015577314615493
1.5	临床 + 代谢组差值	run_model_1.5_step2	naive_bayes	smote.K	1
1.5	临床 + 代谢组差值	run_model_1.5_step2	naive_bayes	smote.dup_size	1
1.5	临床 + 代谢组差值	run_model_1.5_step2	naive_bayes	naive_bayes.laplace	0.538697961019352
1.5	临床 + 代谢组差值	run_model_1.5_step2	kknn	smote.K	1
1.5	临床 + 代谢组差值	run_model_1.5_step2	kknn	smote.dup_size	1
1.5	临床 + 代谢组差值	run_model_1.5_step2	kknn	kknn.k	15
1.5	临床 + 代谢组差值	run_model_1.5_step2	kknn	kknn.distance	1.09376833215356
1.5	临床 + 代谢组差值	run_model_1.5_step2	kknn	kknn.kernel	epanechnikov
1.5	临床 + 代谢组差值	run_model_1.5_step2	rpart	smote.K	1
1.5	临床 + 代谢组差值	run_model_1.5_step2	rpart	smote.dup_size	1
1.5	临床 + 代谢组差值	run_model_1.5_step2	rpart	rpart.xval	0
1.5	临床 + 代谢组差值	run_model_1.5_step2	rpart	rpart.cp	0.00103487247411595
1.5	临床 + 代谢组差值	run_model_1.5_step2	rpart	rpart.maxdepth	10
1.5	临床 + 代谢组差值	run_model_1.5_step2	rpart	rpart.minbucket	1
1.5	临床 + 代谢组差值	run_model_1.5_step2	adaboost	smote.K	1
1.5	临床 + 代谢组差值	run_model_1.5_step2	adaboost	smote.dup_size	1
1.5	临床 + 代谢组差值	run_model_1.5_step2	adaboost	adaboost.I	78
1.5	临床 + 代谢组差值	run_model_1.5_step2	nnet	smote.K	1
1.5	临床 + 代谢组差值	run_model_1.5_step2	nnet	smote.dup_size	1
1.5	临床 + 代谢组差值	run_model_1.5_step2	nnet	nnet.MaxNWts	5000
1.5	临床 + 代谢组差值	run_model_1.5_step2	nnet	nnet.size	11
1.5	临床 + 代谢组差值	run_model_1.5_step2	nnet	nnet.decay	0.000677099473070474
1.5	临床 + 代谢组差值	run_model_1.5_step2	nnet	nnet.maxit	343
1.6	临床 + 多组学差值	run_model_1.6_step2	glmnet	smote.K	1
1.6	临床 + 多组学差值	run_model_1.6_step2	glmnet	smote.dup_size	1
1.6	临床 + 多组学差值	run_model_1.6_step2	glmnet	glmnet.alpha	0.4835439841263
1.6	临床 + 多组学差值	run_model_1.6_step2	glmnet	glmnet.lambda	0.00513144801776698
1.6	临床 + 多组学差值	run_model_1.6_step2	glmnet	glmnet.use_pred_offset	TRUE
1.6	临床 + 多组学差值	run_model_1.6_step2	glmnet	glmnet.standardize	TRUE
1.6	临床 + 多组学差值	run_model_1.6_step2	glmnet	glmnet.thresh	0.0000113233780577417
1.6	临床 + 多组学差值	run_model_1.6_step2	glmnet	glmnet.maxit	3641
1.6	临床 + 多组学差值	run_model_1.6_step2	xgboost	smote.K	1
1.6	临床 + 多组学差值	run_model_1.6_step2	xgboost	smote.dup_size	1
1.6	临床 + 多组学差值	run_model_1.6_step2	xgboost	xgboost.eta	0.254474179912358
1.6	临床 + 多组学差值	run_model_1.6_step2	xgboost	xgboost.max_depth	1
1.6	临床 + 多组学差值	run_model_1.6_step2	xgboost	xgboost.nrounds	450
1.6	临床 + 多组学差值	run_model_1.6_step2	xgboost	xgboost.nthread	1
1.6	临床 + 多组学差值	run_model_1.6_step2	xgboost	xgboost.verbose	0
1.6	临床 + 多组学差值	run_model_1.6_step2	xgboost	xgboost.verbosity	0
1.6	临床 + 多组学差值	run_model_1.6_step2	xgboost	xgboost.min_child_weight	2.38465889217332
1.6	临床 + 多组学差值	run_model_1.6_step2	xgboost	xgboost.subsample	0.972636686288752
1.6	临床 + 多组学差值	run_model_1.6_step2	xgboost	xgboost.colsample_bytree	0.710766528733075
1.6	临床 + 多组学差值	run_model_1.6_step2	rf	smote.K	1
1.6	临床 + 多组学差值	run_model_1.6_step2	rf	smote.dup_size	1
1.6	临床 + 多组学差值	run_model_1.6_step2	rf	rf.importance	impurity
1.6	临床 + 多组学差值	run_model_1.6_step2	rf	rf.num.threads	1
1.6	临床 + 多组学差值	run_model_1.6_step2	rf	rf.num.trees	997
1.6	临床 + 多组学差值	run_model_1.6_step2	rf	rf.mtry	3
1.6	临床 + 多组学差值	run_model_1.6_step2	rf	rf.max.depth	10
1.6	临床 + 多组学差值	run_model_1.6_step2	rf	rf.min.node.size	5
1.6	临床 + 多组学差值	run_model_1.6_step2	svm	smote.K	1
1.6	临床 + 多组学差值	run_model_1.6_step2	svm	smote.dup_size	1
1.6	临床 + 多组学差值	run_model_1.6_step2	svm	svm.cost	0.0374466280813479
1.6	临床 + 多组学差值	run_model_1.6_step2	svm	svm.kernel	radial
1.6	临床 + 多组学差值	run_model_1.6_step2	svm	svm.type	C-classification
1.6	临床 + 多组学差值	run_model_1.6_step2	svm	svm.gamma	0.00384072380510306
1.6	临床 + 多组学差值	run_model_1.6_step2	naive_bayes	smote.K	1
1.6	临床 + 多组学差值	run_model_1.6_step2	naive_bayes	smote.dup_size	1
1.6	临床 + 多组学差值	run_model_1.6_step2	naive_bayes	naive_bayes.laplace	2.52911083167419
1.6	临床 + 多组学差值	run_model_1.6_step2	kknn	smote.K	1
1.6	临床 + 多组学差值	run_model_1.6_step2	kknn	smote.dup_size	1
1.6	临床 + 多组学差值	run_model_1.6_step2	kknn	kknn.k	4
1.6	临床 + 多组学差值	run_model_1.6_step2	kknn	kknn.distance	1.3476211563684
1.6	临床 + 多组学差值	run_model_1.6_step2	kknn	kknn.kernel	gaussian
1.6	临床 + 多组学差值	run_model_1.6_step2	rpart	smote.K	1
1.6	临床 + 多组学差值	run_model_1.6_step2	rpart	smote.dup_size	1
1.6	临床 + 多组学差值	run_model_1.6_step2	rpart	rpart.xval	0
1.6	临床 + 多组学差值	run_model_1.6_step2	rpart	rpart.cp	0.0626598404807564
1.6	临床 + 多组学差值	run_model_1.6_step2	rpart	rpart.maxdepth	6
1.6	临床 + 多组学差值	run_model_1.6_step2	rpart	rpart.minbucket	3
1.6	临床 + 多组学差值	run_model_1.6_step2	adaboost	smote.K	1
1.6	临床 + 多组学差值	run_model_1.6_step2	adaboost	smote.dup_size	1
1.6	临床 + 多组学差值	run_model_1.6_step2	adaboost	adaboost.I	176
1.6	临床 + 多组学差值	run_model_1.6_step2	nnet	smote.K	1
1.6	临床 + 多组学差值	run_model_1.6_step2	nnet	smote.dup_size	1
1.6	临床 + 多组学差值	run_model_1.6_step2	nnet	nnet.MaxNWts	5000
1.6	临床 + 多组学差值	run_model_1.6_step2	nnet	nnet.size	12
1.6	临床 + 多组学差值	run_model_1.6_step2	nnet	nnet.decay	0.0140090654535814
1.6	临床 + 多组学差值	run_model_1.6_step2	nnet	nnet.maxit	245
